Row,Range,Eastings(UTMzone17N),Northings(UTMzone17N)
1.5,1,340660.939,3832646.62
1.5,2,340662.419,3832650.78
1.5,3,340663.969,3832655.15
1.5,4,340665.641,3832659.31
1.5,5,340667.148,3832663.56
1.5,6,340668.688,3832667.91
1.5,7,340670.233,3832672.27
1.5,8,340671.824,3832676.75
1.5,9,340673.358,3832681.08
1.5,10,340674.854,3832685.31
1.5,11,340676.337,3832689.49
1.5,12,340677.902,3832693.91
1.5,13,340679.397,3832698.12
1.5,14,340680.793,3832702.06
1.5,15,340682.347,3832706.45
1.5,16,340683.925,3832710.9
1.5,17,340685.474,3832715.27
1.5,18,340686.985,3832719.53
1.5,19,340688.485,3832723.77
1.5,20,340690.062,3832728.22
1.5,21,340691.646,3832732.69
1.5,22,340693.168,3832736.98
1.5,23,340694.669,3832741.22
1.5,24,340696.223,3832745.6
1.5,25,340697.756,3832749.93
1.5,26,340699.265,3832754.18
1.5,27,340700.802,3832758.52
1.5,28,340702.277,3832762.68
1.5,29,340703.714,3832767.08
1.5,30,340705.197,3832771.26
1.5,31,340706.664,3832775.39
1.5,32,340708.18,3832779.66
2.5,1,340660.249,3832646.84
2.5,2,340661.73,3832651.02
2.5,3,340663.28,3832655.38
2.5,4,340664.946,3832659.54
2.5,5,340666.454,3832663.8
2.5,6,340667.993,3832668.14
2.5,7,340669.538,3832672.5
2.5,8,340671.128,3832676.99
2.5,9,340672.661,3832681.31
2.5,10,340674.157,3832685.54
2.5,11,340675.642,3832689.73
2.5,12,340677.207,3832694.14
2.5,13,340678.702,3832698.36
2.5,14,340680.099,3832702.3
2.5,15,340681.652,3832706.69
2.5,16,340683.229,3832711.13
2.5,17,340684.777,3832715.5
2.5,18,340686.288,3832719.77
2.5,19,340687.788,3832724
2.5,20,340689.365,3832728.45
2.5,21,340690.948,3832732.92
2.5,22,340692.47,3832737.21
2.5,23,340693.972,3832741.45
2.5,24,340695.525,3832745.83
2.5,25,340697.058,3832750.16
2.5,26,340698.567,3832754.42
2.5,27,340700.104,3832758.76
2.5,28,340701.579,3832762.92
2.5,29,340703.017,3832767.31
2.5,30,340704.502,3832771.5
2.5,31,340705.969,3832775.63
2.5,32,340707.485,3832779.9
3.5,1,340659.558,3832647.07
3.5,2,340661.041,3832651.25
3.5,3,340662.59,3832655.61
3.5,4,340664.252,3832659.78
3.5,5,340665.76,3832664.03
3.5,6,340667.298,3832668.37
3.5,7,340668.843,3832672.73
3.5,8,340670.432,3832677.22
3.5,9,340671.965,3832681.54
3.5,10,340673.461,3832685.77
3.5,11,340674.947,3832689.96
3.5,12,340676.511,3832694.38
3.5,13,340678.006,3832698.6
3.5,14,340679.405,3832702.54
3.5,15,340680.958,3832706.92
3.5,16,340682.533,3832711.37
3.5,17,340684.081,3832715.74
3.5,18,340685.591,3832720
3.5,19,340687.092,3832724.24
3.5,20,340688.668,3832728.69
3.5,21,340690.25,3832733.15
3.5,22,340691.772,3832737.45
3.5,23,340693.274,3832741.69
3.5,24,340694.827,3832746.07
3.5,25,340696.36,3832750.39
3.5,26,340697.869,3832754.65
3.5,27,340699.406,3832758.99
3.5,28,340700.882,3832763.16
3.5,29,340702.321,3832767.55
3.5,30,340703.806,3832771.73
3.5,31,340705.274,3832775.86
3.5,32,340706.791,3832780.14
4.5,1,340658.868,3832647.3
4.5,2,340660.352,3832651.48
4.5,3,340661.9,3832655.84
4.5,4,340663.557,3832660.01
4.5,5,340665.065,3832664.27
4.5,6,340666.603,3832668.61
4.5,7,340668.148,3832672.97
4.5,8,340669.736,3832677.45
4.5,9,340671.268,3832681.77
4.5,10,340672.765,3832686
4.5,11,340674.252,3832690.2
4.5,12,340675.815,3832694.61
4.5,13,340677.311,3832698.83
4.5,14,340678.711,3832702.78
4.5,15,340680.263,3832707.16
4.5,16,340681.837,3832711.61
4.5,17,340683.384,3832715.97
4.5,18,340684.894,3832720.24
4.5,19,340686.396,3832724.47
4.5,20,340687.971,3832728.92
4.5,21,340689.552,3832733.38
4.5,22,340691.074,3832737.68
4.5,23,340692.577,3832741.92
4.5,24,340694.129,3832746.3
4.5,25,340695.661,3832750.63
4.5,26,340697.171,3832754.89
4.5,27,340698.708,3832759.22
4.5,28,340700.184,3832763.39
4.5,29,340701.625,3832767.78
4.5,30,340703.11,3832771.96
4.5,31,340704.579,3832776.1
4.5,32,340706.096,3832780.37
5.5,1,340658.177,3832647.53
5.5,2,340659.663,3832651.71
5.5,3,340661.211,3832656.07
5.5,4,340662.862,3832660.24
5.5,5,340664.371,3832664.5
5.5,6,340665.909,3832668.84
5.5,7,340667.452,3832673.2
5.5,8,340669.04,3832677.68
5.5,9,340670.571,3832682
5.5,10,340672.068,3832686.23
5.5,11,340673.556,3832690.43
5.5,12,340675.119,3832694.84
5.5,13,340676.615,3832699.07
5.5,14,340678.017,3832703.02
5.5,15,340679.569,3832707.4
5.5,16,340681.141,3832711.84
5.5,17,340682.687,3832716.21
5.5,18,340684.198,3832720.47
5.5,19,340685.699,3832724.71
5.5,20,340687.274,3832729.15
5.5,21,340688.854,3832733.61
5.5,22,340690.375,3832737.91
5.5,23,340691.88,3832742.15
5.5,24,340693.431,3832746.53
5.5,25,340694.963,3832750.86
5.5,26,340696.473,3832755.12
5.5,27,340698.01,3832759.46
5.5,28,340699.486,3832763.63
5.5,29,340700.929,3832768.01
5.5,30,340702.415,3832772.19
5.5,31,340703.884,3832776.33
5.5,32,340705.401,3832780.61
6.5,1,340657.487,3832647.75
6.5,2,340658.974,3832651.94
6.5,3,340660.521,3832656.3
6.5,4,340662.168,3832660.48
6.5,5,340663.677,3832664.74
6.5,6,340665.214,3832669.08
6.5,7,340666.757,3832673.43
6.5,8,340668.344,3832677.91
6.5,9,340669.874,3832682.23
6.5,10,340671.372,3832686.46
6.5,11,340672.861,3832690.67
6.5,12,340674.423,3832695.08
6.5,13,340675.92,3832699.3
6.5,14,340677.323,3832703.26
6.5,15,340678.874,3832707.64
6.5,16,340680.445,3832712.08
6.5,17,340681.991,3832716.44
6.5,18,340683.501,3832720.7
6.5,19,340685.003,3832724.94
6.5,20,340686.578,3832729.39
6.5,21,340688.156,3832733.85
6.5,22,340689.677,3832738.14
6.5,23,340691.182,3832742.39
6.5,24,340692.733,3832746.77
6.5,25,340694.265,3832751.09
6.5,26,340695.776,3832755.36
6.5,27,340697.312,3832759.69
6.5,28,340698.789,3832763.86
6.5,29,340700.232,3832768.24
6.5,30,340701.719,3832772.43
6.5,31,340703.189,3832776.57
6.5,32,340704.706,3832780.85
7.5,1,340656.326,3832648.27
7.5,2,340657.818,3832652.46
7.5,3,340659.369,3832656.82
7.5,4,340660.899,3832661.12
7.5,5,340662.448,3832665.48
7.5,6,340664.095,3832670.11
7.5,7,340665.64,3832674.45
7.5,8,340667.181,3832678.79
7.5,9,340668.735,3832683.15
7.5,10,340670.145,3832687.12
7.5,11,340671.551,3832691.07
7.5,12,340673.193,3832695.69
7.5,13,340674.782,3832700.16
7.5,14,340676.328,3832704.5
7.5,15,340677.852,3832708.79
7.5,16,340679.312,3832712.89
7.5,17,340680.843,3832717.2
7.5,18,340682.338,3832721.4
7.5,19,340683.863,3832725.69
7.5,20,340685.471,3832730.21
7.5,21,340687.079,3832734.73
7.5,22,340688.565,3832738.91
7.5,23,340690.074,3832743.15
7.5,24,340691.644,3832747.56
7.5,25,340693.213,3832751.98
7.5,26,340694.7,3832756.16
7.5,27,340696.215,3832760.42
7.5,28,340697.745,3832764.72
7.5,29,340699.211,3832768.84
7.5,30,340700.707,3832773.05
7.5,31,340702.206,3832777.26
7.5,32,340703.737,3832781.57
8.5,1,340656.106,3832648.21
8.5,2,340657.595,3832652.41
8.5,3,340659.142,3832656.77
8.5,4,340660.778,3832660.95
8.5,5,340662.289,3832665.21
8.5,6,340663.824,3832669.55
8.5,7,340665.367,3832673.9
8.5,8,340666.953,3832678.38
8.5,9,340668.481,3832682.69
8.5,10,340669.979,3832686.93
8.5,11,340671.471,3832691.14
8.5,12,340673.032,3832695.55
8.5,13,340674.529,3832699.77
8.5,14,340675.935,3832703.74
8.5,15,340677.485,3832708.12
8.5,16,340679.053,3832712.55
8.5,17,340680.597,3832716.91
8.5,18,340682.108,3832721.17
8.5,19,340683.61,3832725.41
8.5,20,340685.184,3832729.86
8.5,21,340686.76,3832734.31
8.5,22,340688.281,3832738.6
8.5,23,340689.787,3832742.86
8.5,24,340691.337,3832747.23
8.5,25,340692.868,3832751.56
8.5,26,340694.38,3832755.83
8.5,27,340695.916,3832760.16
8.5,28,340697.393,3832764.33
8.5,29,340698.84,3832768.7
8.5,30,340700.328,3832772.89
8.5,31,340701.799,3832777.04
8.5,32,340703.317,3832781.32
9.5,1,340655.416,3832648.44
9.5,2,340656.906,3832652.64
9.5,3,340658.452,3832657
9.5,4,340660.083,3832661.18
9.5,5,340661.595,3832665.45
9.5,6,340663.129,3832669.78
9.5,7,340664.672,3832674.13
9.5,8,340666.257,3832678.61
9.5,9,340667.784,3832682.93
9.5,10,340669.283,3832687.16
9.5,11,340670.776,3832691.37
9.5,12,340672.336,3832695.78
9.5,13,340673.833,3832700.01
9.5,14,340675.241,3832703.98
9.5,15,340676.791,3832708.36
9.5,16,340678.357,3832712.78
9.5,17,340679.901,3832717.14
9.5,18,340681.411,3832721.41
9.5,19,340682.913,3832725.65
9.5,20,340684.487,3832730.09
9.5,21,340686.062,3832734.54
9.5,22,340687.583,3832738.84
9.5,23,340689.09,3832743.09
9.5,24,340690.639,3832747.47
9.5,25,340692.17,3832751.79
9.5,26,340693.682,3832756.06
9.5,27,340695.217,3832760.4
9.5,28,340696.696,3832764.57
9.5,29,340698.144,3832768.93
9.5,30,340699.632,3832773.12
9.5,31,340701.104,3832777.28
9.5,32,340702.622,3832781.56
10.5,1,340654.725,3832648.66
10.5,2,340656.217,3832652.87
10.5,3,340657.762,3832657.23
10.5,4,340659.389,3832661.41
10.5,5,340660.9,3832665.68
10.5,6,340662.435,3832670.01
10.5,7,340663.977,3832674.37
10.5,8,340665.561,3832678.84
10.5,9,340667.087,3832683.16
10.5,10,340668.586,3832687.39
10.5,11,340670.08,3832691.61
10.5,12,340671.64,3832696.01
10.5,13,340673.138,3832700.24
10.5,14,340674.547,3832704.22
10.5,15,340676.097,3832708.6
10.5,16,340677.661,3832713.02
10.5,17,340679.204,3832717.38
10.5,18,340680.714,3832721.64
10.5,19,340682.217,3832725.88
10.5,20,340683.79,3832730.33
10.5,21,340685.364,3832734.77
10.5,22,340686.884,3832739.07
10.5,23,340688.392,3832743.32
10.5,24,340689.941,3832747.7
10.5,25,340691.472,3832752.02
10.5,26,340692.985,3832756.3
10.5,27,340694.519,3832760.63
10.5,28,340695.998,3832764.81
10.5,29,340697.447,3832769.16
10.5,30,340698.936,3832773.36
10.5,31,340700.41,3832777.51
10.5,32,340701.928,3832781.79
11.5,1,340654.035,3832648.89
11.5,2,340655.528,3832653.1
11.5,3,340657.073,3832657.46
11.5,4,340658.694,3832661.65
11.5,5,340660.206,3832665.92
11.5,6,340661.74,3832670.25
11.5,7,340663.281,3832674.6
11.5,8,340664.865,3832679.08
11.5,9,340666.39,3832683.39
11.5,10,340667.89,3832687.62
11.5,11,340669.385,3832691.84
11.5,12,340670.944,3832696.25
11.5,13,340672.442,3832700.48
11.5,14,340673.853,3832704.46
11.5,15,340675.402,3832708.84
11.5,16,340676.965,3832713.25
11.5,17,340678.507,3832717.61
11.5,18,340680.018,3832721.88
11.5,19,340681.52,3832726.12
11.5,20,340683.093,3832730.56
11.5,21,340684.667,3832735.01
11.5,22,340686.186,3832739.3
11.5,23,340687.695,3832743.56
11.5,24,340689.243,3832747.93
11.5,25,340690.773,3832752.26
11.5,26,340692.287,3832756.53
11.5,27,340693.821,3832760.86
11.5,28,340695.3,3832765.04
11.5,29,340696.751,3832769.39
11.5,30,340698.241,3832773.59
11.5,31,340699.715,3832777.75
11.5,32,340701.233,3832782.03
12.5,1,340653.345,3832649.12
12.5,2,340654.839,3832653.33
12.5,3,340656.383,3832657.69
12.5,4,340657.999,3832661.88
12.5,5,340659.512,3832666.15
12.5,6,340661.045,3832670.48
12.5,7,340662.586,3832674.84
12.5,8,340664.169,3832679.31
12.5,9,340665.694,3832683.62
12.5,10,340667.194,3832687.85
12.5,11,340668.69,3832692.08
12.5,12,340670.249,3832696.48
12.5,13,340671.747,3832700.71
12.5,14,340673.159,3832704.7
12.5,15,340674.708,3832709.08
12.5,16,340676.269,3832713.49
12.5,17,340677.811,3832717.84
12.5,18,340679.321,3832722.11
12.5,19,340680.824,3832726.36
12.5,20,340682.396,3832730.8
12.5,21,340683.969,3832735.24
12.5,22,340685.488,3832739.53
12.5,23,340686.997,3832743.79
12.5,24,340688.545,3832748.17
12.5,25,340690.075,3832752.49
12.5,26,340691.589,3832756.76
12.5,27,340693.123,3832761.1
12.5,28,340694.603,3832765.28
12.5,29,340696.055,3832769.62
12.5,30,340697.545,3832773.82
12.5,31,340699.02,3832777.98
12.5,32,340700.538,3832782.27
13.5,1,340652.623,3832650.15
13.5,2,340654.078,3832654.26
13.5,3,340655.612,3832658.59
13.5,4,340657.229,3832663.16
13.5,5,340658.761,3832667.48
13.5,6,340660.196,3832671.54
13.5,7,340661.798,3832676.06
13.5,8,340663.413,3832680.62
13.5,9,340664.889,3832684.79
13.5,10,340666.406,3832689.08
13.5,11,340667.927,3832693.37
13.5,12,340669.484,3832697.77
13.5,13,340670.951,3832701.91
13.5,14,340672.384,3832705.96
13.5,15,340673.914,3832710.28
13.5,16,340675.506,3832714.78
13.5,17,340677.061,3832719.17
13.5,18,340678.548,3832723.37
13.5,19,340680.063,3832727.64
13.5,20,340681.617,3832732.03
13.5,21,340683.169,3832736.42
13.5,22,340684.711,3832740.77
13.5,23,340686.259,3832745.14
13.5,24,340687.833,3832749.59
13.5,25,340689.311,3832753.76
13.5,26,340690.751,3832757.83
13.5,27,340692.302,3832762.21
13.5,28,340693.854,3832766.59
13.5,29,340695.367,3832770.87
13.5,30,340696.864,3832775.1
13.5,31,340698.352,3832779.3
13.5,32,340699.87,3832783.59
14.5,1,340651.964,3832649.57
14.5,2,340653.46,3832653.79
14.5,3,340655.004,3832658.15
14.5,4,340656.61,3832662.35
14.5,5,340658.124,3832666.62
14.5,6,340659.655,3832670.95
14.5,7,340661.196,3832675.3
14.5,8,340662.778,3832679.77
14.5,9,340664.3,3832684.08
14.5,10,340665.801,3832688.32
14.5,11,340667.299,3832692.55
14.5,12,340668.857,3832696.95
14.5,13,340670.356,3832701.18
14.5,14,340671.771,3832705.18
14.5,15,340673.319,3832709.56
14.5,16,340674.877,3832713.96
14.5,17,340676.417,3832718.31
14.5,18,340677.927,3832722.58
14.5,19,340679.431,3832726.83
14.5,20,340681.002,3832731.27
14.5,21,340682.573,3832735.7
14.5,22,340684.091,3832739.99
14.5,23,340685.602,3832744.26
14.5,24,340687.149,3832748.63
14.5,25,340688.679,3832752.95
14.5,26,340690.193,3832757.23
14.5,27,340691.727,3832761.57
14.5,28,340693.207,3832765.75
14.5,29,340694.662,3832770.08
14.5,30,340696.153,3832774.28
14.5,31,340697.63,3832778.45
14.5,32,340699.149,3832782.74
15.5,1,340651.274,3832649.8
15.5,2,340652.771,3832654.03
15.5,3,340654.314,3832658.38
15.5,4,340655.915,3832662.58
15.5,5,340657.43,3832666.86
15.5,6,340658.961,3832671.19
15.5,7,340660.501,3832675.54
15.5,8,340662.082,3832680
15.5,9,340663.603,3832684.31
15.5,10,340665.105,3832688.55
15.5,11,340666.604,3832692.79
15.5,12,340668.161,3832697.18
15.5,13,340669.66,3832701.42
15.5,14,340671.077,3832705.42
15.5,15,340672.624,3832709.79
15.5,16,340674.181,3832714.2
15.5,17,340675.721,3832718.54
15.5,18,340677.231,3832722.81
15.5,19,340678.735,3832727.06
15.5,20,340680.306,3832731.5
15.5,21,340681.875,3832735.93
15.5,22,340683.393,3832740.23
15.5,23,340684.905,3832744.5
15.5,24,340686.451,3832748.86
15.5,25,340687.98,3832753.19
15.5,26,340689.496,3832757.47
15.5,27,340691.029,3832761.8
15.5,28,340692.51,3832765.99
15.5,29,340693.966,3832770.31
15.5,30,340695.458,3832774.52
15.5,31,340696.935,3832778.69
15.5,32,340698.454,3832782.98
16.5,1,340650.583,3832650.03
16.5,2,340652.082,3832654.26
16.5,3,340653.625,3832658.61
16.5,4,340655.22,3832662.81
16.5,5,340656.736,3832667.1
16.5,6,340658.266,3832671.42
16.5,7,340659.806,3832675.77
16.5,8,340661.386,3832680.24
16.5,9,340662.907,3832684.54
16.5,10,340664.408,3832688.78
16.5,11,340665.909,3832693.02
16.5,12,340667.465,3832697.42
16.5,13,340668.965,3832701.65
16.5,14,340670.383,3832705.66
16.5,15,340671.93,3832710.03
16.5,16,340673.485,3832714.43
16.5,17,340675.024,3832718.78
16.5,18,340676.534,3832723.05
16.5,19,340678.038,3832727.3
16.5,20,340679.609,3832731.73
16.5,21,340681.177,3832736.17
16.5,22,340682.695,3832740.46
16.5,23,340684.207,3832744.73
16.5,24,340685.753,3832749.1
16.5,25,340687.282,3832753.42
16.5,26,340688.798,3832757.7
16.5,27,340690.331,3832762.04
16.5,28,340691.812,3832766.22
16.5,29,340693.27,3832770.54
16.5,30,340694.762,3832774.75
16.5,31,340696.24,3832778.92
16.5,32,340697.759,3832783.21
17.5,1,340649.893,3832650.25
17.5,2,340651.393,3832654.49
17.5,3,340652.935,3832658.84
17.5,4,340654.526,3832663.05
17.5,5,340656.041,3832667.33
17.5,6,340657.571,3832671.65
17.5,7,340659.11,3832676
17.5,8,340660.69,3832680.47
17.5,9,340662.21,3832684.77
17.5,10,340663.712,3832689.01
17.5,11,340665.214,3832693.26
17.5,12,340666.77,3832697.65
17.5,13,340668.269,3832701.89
17.5,14,340669.689,3832705.9
17.5,15,340671.235,3832710.27
17.5,16,340672.79,3832714.67
17.5,17,340674.327,3832719.01
17.5,18,340675.837,3832723.28
17.5,19,340677.342,3832727.53
17.5,20,340678.912,3832731.97
17.5,21,340680.479,3832736.4
17.5,22,340681.997,3832740.69
17.5,23,340683.51,3832744.96
17.5,24,340685.055,3832749.33
17.5,25,340686.584,3832753.65
17.5,26,340688.1,3832757.94
17.5,27,340689.633,3832762.27
17.5,28,340691.114,3832766.46
17.5,29,340692.574,3832770.77
17.5,30,340694.066,3832774.98
17.5,31,340695.545,3832779.16
17.5,32,340697.065,3832783.45
18.5,1,340649.202,3832650.48
18.5,2,340650.704,3832654.72
18.5,3,340652.245,3832659.07
18.5,4,340653.831,3832663.28
18.5,5,340655.347,3832667.57
18.5,6,340656.876,3832671.89
18.5,7,340658.415,3832676.24
18.5,8,340659.994,3832680.7
18.5,9,340661.513,3832685
18.5,10,340663.015,3832689.24
18.5,11,340664.519,3832693.49
18.5,12,340666.074,3832697.89
18.5,13,340667.574,3832702.13
18.5,14,340668.995,3832706.14
18.5,15,340670.541,3832710.51
18.5,16,340672.094,3832714.9
18.5,17,340673.63,3832719.25
18.5,18,340675.141,3832723.51
18.5,19,340676.645,3832727.77
18.5,20,340678.215,3832732.2
18.5,21,340679.781,3832736.63
18.5,22,340681.299,3832740.92
18.5,23,340682.812,3832745.2
18.5,24,340684.357,3832749.56
18.5,25,340685.885,3832753.88
18.5,26,340687.402,3832758.17
18.5,27,340688.935,3832762.51
18.5,28,340690.417,3832766.69
18.5,29,340691.877,3832771
18.5,30,340693.371,3832775.21
18.5,31,340694.85,3832779.39
18.5,32,340696.37,3832783.68
19.5,1,340648.512,3832650.71
19.5,2,340650.014,3832654.95
19.5,3,340651.556,3832659.31
19.5,4,340653.136,3832663.52
19.5,5,340654.653,3832667.8
19.5,6,340656.181,3832672.12
19.5,7,340657.72,3832676.47
19.5,8,340659.298,3832680.93
19.5,9,340660.816,3832685.23
19.5,10,340662.319,3832689.47
19.5,11,340663.823,3832693.73
19.5,12,340665.378,3832698.12
19.5,13,340666.878,3832702.36
19.5,14,340668.301,3832706.38
19.5,15,340669.846,3832710.75
19.5,16,340671.398,3832715.14
19.5,17,340672.934,3832719.48
19.5,18,340674.444,3832723.75
19.5,19,340675.949,3832728
19.5,20,340677.518,3832732.44
19.5,21,340679.083,3832736.86
19.5,22,340680.6,3832741.15
19.5,23,340682.115,3832745.43
19.5,24,340683.659,3832749.8
19.5,25,340685.187,3832754.12
19.5,26,340686.704,3832758.41
19.5,27,340688.237,3832762.74
19.5,28,340689.719,3832766.93
19.5,29,340691.181,3832771.23
19.5,30,340692.675,3832775.45
19.5,31,340694.155,3832779.63
19.5,32,340695.675,3832783.92
20.5,1,340647.822,3832650.94
20.5,2,340649.325,3832655.18
20.5,3,340650.866,3832659.54
20.5,4,340652.442,3832663.75
20.5,5,340653.959,3832668.04
20.5,6,340655.487,3832672.36
20.5,7,340657.025,3832676.71
20.5,8,340658.603,3832681.17
20.5,9,340660.119,3832685.46
20.5,10,340661.623,3832689.71
20.5,11,340663.128,3832693.96
20.5,12,340664.682,3832698.35
20.5,13,340666.182,3832702.6
20.5,14,340667.607,3832706.62
20.5,15,340669.152,3832710.99
20.5,16,340670.702,3832715.37
20.5,17,340672.237,3832719.71
20.5,18,340673.747,3832723.98
20.5,19,340675.252,3832728.24
20.5,20,340676.821,3832732.67
20.5,21,340678.385,3832737.1
20.5,22,340679.902,3832741.38
20.5,23,340681.417,3832745.67
20.5,24,340682.961,3832750.03
20.5,25,340684.489,3832754.35
20.5,26,340686.007,3832758.64
20.5,27,340687.539,3832762.97
20.5,28,340689.021,3832767.16
20.5,29,340690.485,3832771.46
20.5,30,340691.979,3832775.68
20.5,31,340693.46,3832779.86
20.5,32,340694.981,3832784.16
21.5,1,340647.131,3832651.16
21.5,2,340648.636,3832655.42
21.5,3,340650.176,3832659.77
21.5,4,340651.747,3832663.98
21.5,5,340653.265,3832668.27
21.5,6,340654.792,3832672.59
21.5,7,340656.33,3832676.94
21.5,8,340657.907,3832681.4
21.5,9,340659.423,3832685.69
21.5,10,340660.926,3832689.94
21.5,11,340662.433,3832694.2
21.5,12,340663.986,3832698.59
21.5,13,340665.487,3832702.83
21.5,14,340666.913,3832706.86
21.5,15,340668.457,3832711.23
21.5,16,340670.006,3832715.61
21.5,17,340671.54,3832719.95
21.5,18,340673.051,3832724.22
21.5,19,340674.556,3832728.47
21.5,20,340676.124,3832732.91
21.5,21,340677.687,3832737.33
21.5,22,340679.204,3832741.61
21.5,23,340680.72,3832745.9
21.5,24,340682.263,3832750.26
21.5,25,340683.79,3832754.58
21.5,26,340685.309,3832758.88
21.5,27,340686.841,3832763.21
21.5,28,340688.324,3832767.4
21.5,29,340689.789,3832771.69
21.5,30,340691.284,3832775.91
21.5,31,340692.765,3832780.1
21.5,32,340694.286,3832784.39
22.5,1,340646.441,3832651.39
22.5,2,340647.947,3832655.65
22.5,3,340649.487,3832660
22.5,4,340651.052,3832664.22
22.5,5,340652.571,3832668.51
22.5,6,340654.097,3832672.83
22.5,7,340655.634,3832677.17
22.5,8,340657.211,3832681.63
22.5,9,340658.726,3832685.92
22.5,10,340660.23,3832690.17
22.5,11,340661.738,3832694.43
22.5,12,340663.291,3832698.82
22.5,13,340664.791,3832703.07
22.5,14,340666.219,3832707.1
22.5,15,340667.763,3832711.47
22.5,16,340669.31,3832715.84
22.5,17,340670.844,3832720.18
22.5,18,340672.354,3832724.45
22.5,19,340673.86,3832728.71
22.5,20,340675.427,3832733.14
22.5,21,340676.989,3832737.56
22.5,22,340678.506,3832741.85
22.5,23,340680.022,3832746.13
22.5,24,340681.565,3832750.5
22.5,25,340683.092,3832754.82
22.5,26,340684.611,3832759.11
22.5,27,340686.143,3832763.44
22.5,28,340687.626,3832767.64
22.5,29,340689.092,3832771.92
22.5,30,340690.588,3832776.14
22.5,31,340692.07,3832780.33
22.5,32,340693.591,3832784.63
23.5,1,340645.093,3832652.01
23.5,2,340646.627,3832656.34
23.5,3,340648.165,3832660.67
23.5,4,340649.61,3832664.75
23.5,5,340651.104,3832668.97
23.5,6,340652.622,3832673.25
23.5,7,340654.095,3832677.41
23.5,8,340655.7,3832681.94
23.5,9,340657.375,3832686.67
23.5,10,340658.871,3832690.89
23.5,11,340660.391,3832695.18
23.5,12,340662.056,3832699.88
23.5,13,340663.556,3832704.11
23.5,14,340664.944,3832708.03
23.5,15,340666.501,3832712.42
23.5,16,340668.015,3832716.69
23.5,17,340669.437,3832720.7
23.5,18,340670.927,3832724.91
23.5,19,340672.52,3832729.4
23.5,20,340674.108,3832733.88
23.5,21,340675.622,3832738.16
23.5,22,340677.272,3832742.81
23.5,23,340678.764,3832747.03
23.5,24,340680.198,3832751.07
23.5,25,340681.733,3832755.4
23.5,26,340683.253,3832759.69
23.5,27,340684.806,3832764.08
23.5,28,340686.3,3832768.29
23.5,29,340687.802,3832772.53
23.5,30,340689.267,3832776.66
23.5,31,340690.751,3832780.85
23.5,32,340692.322,3832785.29
24.5,1,340645.06,3832651.85
24.5,2,340646.569,3832656.11
24.5,3,340648.107,3832660.46
24.5,4,340649.663,3832664.68
24.5,5,340651.182,3832668.98
24.5,6,340652.707,3832673.29
24.5,7,340654.244,3832677.64
24.5,8,340655.819,3832682.1
24.5,9,340657.332,3832686.38
24.5,10,340658.837,3832690.63
24.5,11,340660.347,3832694.9
24.5,12,340661.899,3832699.29
24.5,13,340663.4,3832703.54
24.5,14,340664.831,3832707.58
24.5,15,340666.374,3832711.95
24.5,16,340667.918,3832716.31
24.5,17,340669.45,3832720.65
24.5,18,340670.96,3832724.92
24.5,19,340672.467,3832729.18
24.5,20,340674.034,3832733.61
24.5,21,340675.594,3832738.02
24.5,22,340677.109,3832742.31
24.5,23,340678.627,3832746.6
24.5,24,340680.168,3832750.96
24.5,25,340681.696,3832755.28
24.5,26,340683.216,3832759.58
24.5,27,340684.747,3832763.91
24.5,28,340686.231,3832768.11
24.5,29,340687.7,3832772.38
24.5,30,340689.196,3832776.61
24.5,31,340690.68,3832780.8
24.5,32,340692.202,3832785.1
25.5,1,340644.37,3832652.07
25.5,2,340645.879,3832656.34
25.5,3,340647.418,3832660.69
25.5,4,340648.968,3832664.92
25.5,5,340650.488,3832669.22
25.5,6,340652.013,3832673.53
25.5,7,340653.549,3832677.87
25.5,8,340655.123,3832682.33
25.5,9,340656.636,3832686.61
25.5,10,340658.141,3832690.86
25.5,11,340659.652,3832695.14
25.5,12,340661.203,3832699.53
25.5,13,340662.705,3832703.77
25.5,14,340664.137,3832707.82
25.5,15,340665.679,3832712.19
25.5,16,340667.222,3832716.55
25.5,17,340668.754,3832720.88
25.5,18,340670.264,3832725.15
25.5,19,340671.77,3832729.41
25.5,20,340673.337,3832733.85
25.5,21,340674.896,3832738.26
25.5,22,340676.411,3832742.54
25.5,23,340677.93,3832746.84
25.5,24,340679.47,3832751.2
25.5,25,340680.997,3832755.51
25.5,26,340682.518,3832759.81
25.5,27,340684.049,3832764.15
25.5,28,340685.533,3832768.34
25.5,29,340687.004,3832772.61
25.5,30,340688.501,3832776.84
25.5,31,340689.985,3832781.04
25.5,32,340691.507,3832785.34
26.5,1,340643.679,3832652.3
26.5,2,340645.19,3832656.57
26.5,3,340646.728,3832660.92
26.5,4,340648.273,3832665.15
26.5,5,340649.794,3832669.45
26.5,6,340651.318,3832673.76
26.5,7,340652.854,3832678.11
26.5,8,340654.427,3832682.56
26.5,9,340655.939,3832686.84
26.5,10,340657.445,3832691.1
26.5,11,340658.957,3832695.37
26.5,12,340660.507,3832699.76
26.5,13,340662.009,3832704.01
26.5,14,340663.443,3832708.06
26.5,15,340664.985,3832712.43
26.5,16,340666.526,3832716.78
26.5,17,340668.057,3832721.12
26.5,18,340669.567,3832725.39
26.5,19,340671.074,3832729.65
26.5,20,340672.64,3832734.08
26.5,21,340674.198,3832738.49
26.5,22,340675.713,3832742.77
