Plot ID,PI,RA1,RW,XofY
SF-BE-r1-p1446,PI_641810,31,6,2 of 4
SF-BE-r1-p1447,PI_641810,31,7,3 of 4
SF-BE-r1-p1448,PI_641810,31,8,4 of 4
SF-BE-r1-p1449,PI_651497,31,9,1 of 4
SF-BE-r1-p1450,PI_651497,31,10,2 of 4
SF-BE-r1-p1451,PI_651497,31,11,3 of 4
SF-BE-r1-p1452,PI_651497,31,12,4 of 4
SF-BE-r1-p1453,PI_329545,31,13,1 of 4
SF-BE-r1-p1454,PI_329545,31,14,2 of 4
SF-BE-r1-p1455,PI_329545,31,15,3 of 4
SF-BE-r1-p1456,PI_329545,31,16,4 of 4
SF-BE-r1-p1457,CHECK,31,17,1 of 4
SF-BE-r1-p1458,CHECK,31,18,2 of 4
SF-BE-r1-p1459,CHECK,31,19,3 of 4
SF-BE-r1-p1460,CHECK,31,20,4 of 4
SF-BE-r1-p1461,PI_330185,31,21,1 of 4
SF-BE-r1-p1462,PI_330185,31,22,2 of 4
SF-BE-r1-p1463,PI_330185,31,23,3 of 4
SF-BE-r1-p1464,PI_330185,31,24,4 of 4
SF-BE-r1-p1465,PI_156871,31,25,1 of 4
SF-BE-r1-p1466,PI_156871,31,26,2 of 4
SF-BE-r1-p1467,PI_156871,31,27,3 of 4
SF-BE-r1-p1468,PI_156871,31,28,4 of 4
SF-BE-r1-p1469,PI_570254,31,29,1 of 4
SF-BE-r1-p1470,PI_570254,31,30,2 of 4
SF-BE-r1-p1471,PI_570254,31,31,3 of 4
SF-BE-r1-p1472,PI_570254,31,32,4 of 4
SF-BE-r1-p1473,PI_563338,31,33,1 of 4
SF-BE-r1-p1474,PI_563338,31,34,2 of 4
SF-BE-r1-p1475,PI_563338,31,35,3 of 4
SF-BE-r1-p1476,PI_563338,31,36,4 of 4
SF-BE-r1-p1477,PI_570110,31,37,1 of 4
SF-BE-r1-p1478,PI_570110,31,38,2 of 4
SF-BE-r1-p1479,PI_570110,31,39,3 of 4
SF-BE-r1-p1480,PI_570110,31,40,4 of 4
SF-BE-r1-p1481,PI_155885,31,41,1 of 4
SF-BE-r1-p1482,PI_155885,31,42,2 of 4
SF-BE-r1-p1483,PI_155885,31,43,3 of 4
SF-BE-r1-p1484,PI_155885,31,44,4 of 4
SF-BE-r1-p1485,PI_257600,31,45,1 of 4
SF-BE-r1-p1486,PI_257600,31,46,2 of 4
SF-BE-r1-p1487,PI_257600,31,47,3 of 4
SF-BE-r1-p1488,PI_257600,31,48,4 of 4
SF-BE-r1-p1489,PI_52606,32,1,1 of 4
SF-BE-r1-p1490,PI_52606,32,2,2 of 4
SF-BE-r1-p1491,PI_52606,32,3,3 of 4
SF-BE-r1-p1492,PI_52606,32,4,4 of 4
SF-BE-r1-p1493,PI_221548,32,5,1 of 4
SF-BE-r1-p1494,PI_221548,32,6,2 of 4
SF-BE-r1-p1495,PI_221548,32,7,3 of 4
SF-BE-r1-p1496,PI_221548,32,8,4 of 4
SF-BE-r1-p1497,PI_569090,32,9,1 of 4
SF-BE-r1-p1498,PI_569090,32,10,2 of 4
SF-BE-r1-p1499,PI_569090,32,11,3 of 4
SF-BE-r1-p1500,PI_569090,32,12,4 of 4
SF-BE-r1-p1501,PI_455301,32,13,1 of 4
SF-BE-r1-p1502,PI_455301,32,14,2 of 4
SF-BE-r1-p1503,PI_455301,32,15,3 of 4
SF-BE-r1-p1504,PI_455301,32,16,4 of 4
SF-BE-r1-p1505,PI_521290,32,17,1 of 4
SF-BE-r1-p1506,PI_521290,32,18,2 of 4
SF-BE-r1-p1507,PI_521290,32,19,3 of 4
SF-BE-r1-p1508,PI_521290,32,20,4 of 4
SF-BE-r1-p1509,PI_585467,32,21,1 of 4
SF-BE-r1-p1510,PI_585467,32,22,2 of 4
SF-BE-r1-p1511,PI_585467,32,23,3 of 4
SF-BE-r1-p1512,PI_585467,32,24,4 of 4
SF-BE-r1-p1513,PI_562991,32,25,1 of 4
SF-BE-r1-p1514,PI_562991,32,26,2 of 4
SF-BE-r1-p1515,PI_562991,32,27,3 of 4
SF-BE-r1-p1516,PI_562991,32,28,4 of 4
SF-BE-r1-p1517,PI_570073,32,29,1 of 4
SF-BE-r1-p1518,PI_570073,32,30,2 of 4
SF-BE-r1-p1519,PI_570073,32,31,3 of 4
SF-BE-r1-p1520,PI_570073,32,32,4 of 4
SF-BE-r1-p1521,PI_573193,32,33,1 of 4
SF-BE-r1-p1522,PI_573193,32,34,2 of 4
SF-BE-r1-p1523,PI_573193,32,35,3 of 4
SF-BE-r1-p1524,PI_573193,32,36,4 of 4
SF-BE-r1-p1525,PI_452619,32,37,1 of 4
SF-BE-r1-p1526,PI_452619,32,38,2 of 4
SF-BE-r1-p1527,PI_452619,32,39,3 of 4
SF-BE-r1-p1528,PI_452619,32,40,4 of 4
SF-BE-r1-p1529,PI_329645,32,41,1 of 4
SF-BE-r1-p1530,PI_329645,32,42,2 of 4
SF-BE-r1-p1531,PI_329645,32,43,3 of 4
SF-BE-r1-p1532,PI_329645,32,44,4 of 4
SF-BE-r1-p1533,PI_156178,32,45,1 of 4
SF-BE-r1-p1534,PI_156178,32,46,2 of 4
SF-BE-r1-p1535,PI_156178,32,47,3 of 4
SF-BE-r1-p1536,PI_156178,32,48,4 of 4
SF-BE-r2-p1537,PI_455307,1,49,1 of 4
SF-BE-r2-p1538,PI_455307,1,50,2 of 4
SF-BE-r2-p1539,PI_455307,1,51,3 of 4
SF-BE-r2-p1540,PI_455307,1,52,4 of 4
SF-BE-r2-p1541,PI_329550,1,53,1 of 4
SF-BE-r2-p1542,PI_329550,1,54,2 of 4
SF-BE-r2-p1543,PI_329550,1,55,3 of 4
SF-BE-r2-p1544,PI_329550,1,56,4 of 4
SF-BE-r2-p1545,PI_563330,1,57,1 of 4
SF-BE-r2-p1546,PI_563330,1,58,2 of 4
SF-BE-r2-p1547,PI_563330,1,59,3 of 4
SF-BE-r2-p1548,PI_563330,1,60,4 of 4
SF-BE-r2-p1549,PI_570431,1,61,1 of 4
SF-BE-r2-p1550,PI_570431,1,62,2 of 4
SF-BE-r2-p1551,PI_570431,1,63,3 of 4
SF-BE-r2-p1552,PI_570431,1,64,4 of 4
SF-BE-r2-p1553,PI_506030,1,65,1 of 4
SF-BE-r2-p1554,PI_506030,1,66,2 of 4
SF-BE-r2-p1555,PI_506030,1,67,3 of 4
SF-BE-r2-p1556,PI_506030,1,68,4 of 4
SF-BE-r2-p1557,PI_573193,1,69,1 of 4
SF-BE-r2-p1558,PI_573193,1,70,2 of 4
SF-BE-r2-p1559,PI_573193,1,71,3 of 4
SF-BE-r2-p1560,PI_573193,1,72,4 of 4
SF-BE-r2-p1561,PI_585452,1,73,1 of 4
SF-BE-r2-p1562,PI_585452,1,74,2 of 4
SF-BE-r2-p1563,PI_585452,1,75,3 of 4
SF-BE-r2-p1564,PI_585452,1,76,4 of 4
SF-BE-r2-p1565,PI_156393,1,77,1 of 4
SF-BE-r2-p1566,PI_156393,1,78,2 of 4
SF-BE-r2-p1567,PI_156393,1,79,3 of 4
SF-BE-r2-p1568,PI_156393,1,80,4 of 4
SF-BE-r2-p1569,PI_569418,2,49,1 of 4
SF-BE-r2-p1570,PI_569418,2,50,2 of 4
SF-BE-r2-p1571,PI_569418,2,51,3 of 4
SF-BE-r2-p1572,PI_569418,2,52,4 of 4
SF-BE-r2-p1573,PI_455217,2,53,1 of 4
SF-BE-r2-p1574,PI_455217,2,54,2 of 4
SF-BE-r2-p1575,PI_455217,2,55,3 of 4
SF-BE-r2-p1576,PI_455217,2,56,4 of 4
SF-BE-r2-p1577,PI_563196,2,57,1 of 4
SF-BE-r2-p1578,PI_563196,2,58,2 of 4
SF-BE-r2-p1579,PI_563196,2,59,3 of 4
SF-BE-r2-p1580,PI_563196,2,60,4 of 4
SF-BE-r2-p1581,CHECK,2,61,1 of 4
SF-BE-r2-p1582,CHECK,2,62,2 of 4
SF-BE-r2-p1583,CHECK,2,63,3 of 4
SF-BE-r2-p1584,CHECK,2,64,4 of 4
SF-BE-r2-p1585,PI_563002,2,65,1 of 4
SF-BE-r2-p1586,PI_563002,2,66,2 of 4
SF-BE-r2-p1587,PI_563002,2,67,3 of 4
SF-BE-r2-p1588,PI_563002,2,68,4 of 4
SF-BE-r2-p1589,PI_570076,2,69,1 of 4
SF-BE-r2-p1590,PI_570076,2,70,2 of 4
SF-BE-r2-p1591,PI_570076,2,71,3 of 4
SF-BE-r2-p1592,PI_570076,2,72,4 of 4
SF-BE-r2-p1593,PI_563009,2,73,1 of 4
SF-BE-r2-p1594,PI_563009,2,74,2 of 4
SF-BE-r2-p1595,PI_563009,2,75,3 of 4
SF-BE-r2-p1596,PI_563009,2,76,4 of 4
SF-BE-r2-p1597,PI_570388,2,77,1 of 4
SF-BE-r2-p1598,PI_570388,2,78,2 of 4
SF-BE-r2-p1599,PI_570388,2,79,3 of 4
SF-BE-r2-p1600,PI_570388,2,80,4 of 4
SF-BE-r2-p1601,PI_303658,3,49,1 of 4
SF-BE-r2-p1602,PI_303658,3,50,2 of 4
SF-BE-r2-p1603,PI_303658,3,51,3 of 4
SF-BE-r2-p1604,PI_303658,3,52,4 of 4
SF-BE-r2-p1605,PI_455221,3,53,1 of 4
SF-BE-r2-p1606,PI_455221,3,54,2 of 4
SF-BE-r2-p1607,PI_455221,3,55,3 of 4
SF-BE-r2-p1608,PI_455221,3,56,4 of 4
SF-BE-r2-p1609,PI_329310,3,57,1 of 4
SF-BE-r2-p1610,PI_329310,3,58,2 of 4
SF-BE-r2-p1611,PI_329310,3,59,3 of 4
SF-BE-r2-p1612,PI_329310,3,60,4 of 4
SF-BE-r2-p1613,PI_297130,3,61,1 of 4
SF-BE-r2-p1614,PI_297130,3,62,2 of 4
SF-BE-r2-p1615,PI_297130,3,63,3 of 4
SF-BE-r2-p1616,PI_297130,3,64,4 of 4
SF-BE-r2-p1617,PI_329338,3,65,1 of 4
SF-BE-r2-p1618,PI_329338,3,66,2 of 4
SF-BE-r2-p1619,PI_329338,3,67,3 of 4
SF-BE-r2-p1620,PI_329338,3,68,4 of 4
SF-BE-r2-p1621,PI_562990,3,69,1 of 4
SF-BE-r2-p1622,PI_562990,3,70,2 of 4
SF-BE-r2-p1623,PI_562990,3,71,3 of 4
SF-BE-r2-p1624,PI_562990,3,72,4 of 4
SF-BE-r2-p1625,PI_329501,3,73,1 of 4
SF-BE-r2-p1626,PI_329501,3,74,2 of 4
SF-BE-r2-p1627,PI_329501,3,75,3 of 4
SF-BE-r2-p1628,PI_329501,3,76,4 of 4
SF-BE-r2-p1629,PI_569445,3,77,1 of 4
SF-BE-r2-p1630,PI_569445,3,78,2 of 4
SF-BE-r2-p1631,PI_569445,3,79,3 of 4
SF-BE-r2-p1632,PI_569445,3,80,4 of 4
SF-BE-r2-p1633,PI_152751,4,49,1 of 4
SF-BE-r2-p1634,PI_152751,4,50,2 of 4
SF-BE-r2-p1635,PI_152751,4,51,3 of 4
SF-BE-r2-p1636,PI_152751,4,52,4 of 4
SF-BE-r2-p1637,PI_562970,4,53,1 of 4
SF-BE-r2-p1638,PI_562970,4,54,2 of 4
SF-BE-r2-p1639,PI_562970,4,55,3 of 4
SF-BE-r2-p1640,PI_562970,4,56,4 of 4
SF-BE-r2-p1641,PI_453696,4,57,1 of 4
SF-BE-r2-p1642,PI_453696,4,58,2 of 4
SF-BE-r2-p1643,PI_453696,4,59,3 of 4
SF-BE-r2-p1644,PI_453696,4,60,4 of 4
SF-BE-r2-p1645,PI_273969,4,61,1 of 4
SF-BE-r2-p1646,PI_273969,4,62,2 of 4
SF-BE-r2-p1647,PI_273969,4,63,3 of 4
SF-BE-r2-p1648,PI_273969,4,64,4 of 4
SF-BE-r2-p1649,PI_297171,4,65,1 of 4
SF-BE-r2-p1650,PI_297171,4,66,2 of 4
SF-BE-r2-p1651,PI_297171,4,67,3 of 4
SF-BE-r2-p1652,PI_297171,4,68,4 of 4
SF-BE-r2-p1653,PI_266927,4,69,1 of 4
SF-BE-r2-p1654,PI_266927,4,70,2 of 4
SF-BE-r2-p1655,PI_266927,4,71,3 of 4
SF-BE-r2-p1656,PI_266927,4,72,4 of 4
SF-BE-r2-p1657,PI_154944,4,73,1 of 4
SF-BE-r2-p1658,PI_154944,4,74,2 of 4
SF-BE-r2-p1659,PI_154944,4,75,3 of 4
SF-BE-r2-p1660,PI_154944,4,76,4 of 4
SF-BE-r2-p1661,PI_505717,4,77,1 of 4
SF-BE-r2-p1662,PI_505717,4,78,2 of 4
SF-BE-r2-p1663,PI_505717,4,79,3 of 4
SF-BE-r2-p1664,PI_505717,4,80,4 of 4
SF-BE-r2-p1665,PI_152965,4,81,1 of 4
SF-BE-r2-p1666,PI_152965,4,82,2 of 4
SF-BE-r2-p1667,PI_152965,4,83,3 of 4
SF-BE-r2-p1668,PI_152965,4,84,4 of 4
SF-BE-r2-p1669,PI_145632,4,85,1 of 4
SF-BE-r2-p1670,PI_145632,4,86,2 of 4
SF-BE-r2-p1671,PI_145632,4,87,3 of 4
SF-BE-r2-p1672,PI_145632,4,88,4 of 4
SF-BE-r2-p1673,PI_175919,4,89,1 of 4
SF-BE-r2-p1674,PI_175919,4,90,2 of 4
SF-BE-r2-p1675,PI_175919,4,91,3 of 4
SF-BE-r2-p1676,PI_175919,4,92,4 of 4
SF-BE-r2-p1677,PI_534120,4,93,1 of 4
SF-BE-r2-p1678,PI_534120,4,94,2 of 4
SF-BE-r2-p1679,PI_534120,4,95,3 of 4
SF-BE-r2-p1680,PI_534120,4,96,4 of 4
SF-BE-r2-p1681,FILL,4,97,1 of 4
SF-BE-r2-p1682,FILL,4,98,2 of 4
SF-BE-r2-p1683,FILL,4,99,3 of 4
SF-BE-r2-p1684,FILL,4,100,4 of 4
SF-BE-r2-p1685,PI_563222,5,49,1 of 4
SF-BE-r2-p1686,PI_563222,5,50,2 of 4
SF-BE-r2-p1687,PI_563222,5,51,3 of 4
SF-BE-r2-p1688,PI_563222,5,52,4 of 4
SF-BE-r2-p1689,PI_569455,5,53,1 of 4
SF-BE-r2-p1690,PI_569455,5,54,2 of 4
SF-BE-r2-p1691,PI_569455,5,55,3 of 4
SF-BE-r2-p1692,PI_569455,5,56,4 of 4
SF-BE-r2-p1693,PI_569458,5,57,1 of 4
SF-BE-r2-p1694,PI_569458,5,58,2 of 4
SF-BE-r2-p1695,PI_569458,5,59,3 of 4
SF-BE-r2-p1696,PI_569458,5,60,4 of 4
SF-BE-r2-p1697,PI_569420,5,61,1 of 4
SF-BE-r2-p1698,PI_569420,5,62,2 of 4
SF-BE-r2-p1699,PI_569420,5,63,3 of 4
SF-BE-r2-p1700,PI_569420,5,64,4 of 4
SF-BE-r2-p1701,PI_152963,5,65,1 of 4
SF-BE-r2-p1702,PI_152963,5,66,2 of 4
SF-BE-r2-p1703,PI_152963,5,67,3 of 4
SF-BE-r2-p1704,PI_152963,5,68,4 of 4
SF-BE-r2-p1705,PI_570091,5,69,1 of 4
SF-BE-r2-p1706,PI_570091,5,70,2 of 4
SF-BE-r2-p1707,PI_570091,5,71,3 of 4
SF-BE-r2-p1708,PI_570091,5,72,4 of 4
SF-BE-r2-p1709,PI_563338,5,73,1 of 4
SF-BE-r2-p1710,PI_563338,5,74,2 of 4
SF-BE-r2-p1711,PI_563338,5,75,3 of 4
SF-BE-r2-p1712,PI_563338,5,76,4 of 4
SF-BE-r2-p1713,PI_156871,5,77,1 of 4
SF-BE-r2-p1714,PI_156871,5,78,2 of 4
SF-BE-r2-p1715,PI_156871,5,79,3 of 4
SF-BE-r2-p1716,PI_156871,5,80,4 of 4
SF-BE-r2-p1717,PI_641807,5,81,1 of 4
SF-BE-r2-p1718,PI_641807,5,82,2 of 4
SF-BE-r2-p1719,PI_641807,5,83,3 of 4
SF-BE-r2-p1720,PI_641807,5,84,4 of 4
SF-BE-r2-p1721,PI_217691,5,85,1 of 4
SF-BE-r2-p1722,PI_217691,5,86,2 of 4
SF-BE-r2-p1723,PI_217691,5,87,3 of 4
SF-BE-r2-p1724,PI_217691,5,88,4 of 4
SF-BE-r2-p1725,PI_152966,5,89,1 of 4
SF-BE-r2-p1726,PI_152966,5,90,2 of 4
SF-BE-r2-p1727,PI_152966,5,91,3 of 4
SF-BE-r2-p1728,PI_152966,5,92,4 of 4
SF-BE-r2-p1729,PI_365512,5,93,1 of 4
SF-BE-r2-p1730,PI_365512,5,94,2 of 4
SF-BE-r2-p1731,PI_365512,5,95,3 of 4
SF-BE-r2-p1732,PI_365512,5,96,4 of 4
SF-BE-r2-p1733,FILL,5,97,1 of 4
SF-BE-r2-p1734,FILL,5,98,2 of 4
SF-BE-r2-p1735,FILL,5,99,3 of 4
SF-BE-r2-p1736,FILL,5,100,4 of 4
SF-BE-r2-p1737,PI_337680,6,49,1 of 4
SF-BE-r2-p1738,PI_337680,6,50,2 of 4
SF-BE-r2-p1739,PI_337680,6,51,3 of 4
SF-BE-r2-p1740,PI_337680,6,52,4 of 4
SF-BE-r2-p1741,PI_330833,6,53,1 of 4
SF-BE-r2-p1742,PI_330833,6,54,2 of 4
SF-BE-r2-p1743,PI_330833,6,55,3 of 4
SF-BE-r2-p1744,PI_330833,6,56,4 of 4
SF-BE-r2-p1745,PI_330184,6,57,1 of 4
SF-BE-r2-p1746,PI_330184,6,58,2 of 4
SF-BE-r2-p1747,PI_330184,6,59,3 of 4
SF-BE-r2-p1748,PI_330184,6,60,4 of 4
SF-BE-r2-p1749,PI_570254,6,61,1 of 4
SF-BE-r2-p1750,PI_570254,6,62,2 of 4
SF-BE-r2-p1751,PI_570254,6,63,3 of 4
SF-BE-r2-p1752,PI_570254,6,64,4 of 4
SF-BE-r2-p1753,PI_329301,6,65,1 of 4
SF-BE-r2-p1754,PI_329301,6,66,2 of 4
SF-BE-r2-p1755,PI_329301,6,67,3 of 4
SF-BE-r2-p1756,PI_329301,6,68,4 of 4
SF-BE-r2-p1757,PI_569427,6,69,1 of 4
SF-BE-r2-p1758,PI_569427,6,70,2 of 4
SF-BE-r2-p1759,PI_569427,6,71,3 of 4
SF-BE-r2-p1760,PI_569427,6,72,4 of 4
SF-BE-r2-p1761,PI_569457,6,73,1 of 4
SF-BE-r2-p1762,PI_569457,6,74,2 of 4
SF-BE-r2-p1763,PI_569457,6,75,3 of 4
SF-BE-r2-p1764,PI_569457,6,76,4 of 4
SF-BE-r2-p1765,PI_585448,6,77,1 of 4
SF-BE-r2-p1766,PI_585448,6,78,2 of 4
SF-BE-r2-p1767,PI_585448,6,79,3 of 4
SF-BE-r2-p1768,PI_585448,6,80,4 of 4
SF-BE-r2-p1769,LEOTI,6,81,1 of 4
SF-BE-r2-p1770,LEOTI,6,82,2 of 4
SF-BE-r2-p1771,LEOTI,6,83,3 of 4
SF-BE-r2-p1772,LEOTI,6,84,4 of 4
SF-BE-r2-p1773,PI_145626,6,85,1 of 4
SF-BE-r2-p1774,PI_145626,6,86,2 of 4
SF-BE-r2-p1775,PI_145626,6,87,3 of 4
SF-BE-r2-p1776,PI_145626,6,88,4 of 4
SF-BE-r2-p1777,PI_566819,6,89,1 of 4
SF-BE-r2-p1778,PI_566819,6,90,2 of 4
SF-BE-r2-p1779,PI_566819,6,91,3 of 4
SF-BE-r2-p1780,PI_566819,6,92,4 of 4
SF-BE-r2-p1781,PI_535783,6,93,1 of 4
SF-BE-r2-p1782,PI_535783,6,94,2 of 4
SF-BE-r2-p1783,PI_535783,6,95,3 of 4
SF-BE-r2-p1784,PI_535783,6,96,4 of 4
SF-BE-r2-p1785,FILL,6,97,1 of 4
SF-BE-r2-p1786,FILL,6,98,2 of 4
SF-BE-r2-p1787,FILL,6,99,3 of 4
SF-BE-r2-p1788,FILL,6,100,4 of 4
SF-BE-r2-p1789,PI_329710,7,49,1 of 4
SF-BE-r2-p1790,PI_329710,7,50,2 of 4
SF-BE-r2-p1791,PI_329710,7,51,3 of 4
SF-BE-r2-p1792,PI_329710,7,52,4 of 4
SF-BE-r2-p1793,PI_521019,7,53,1 of 4
SF-BE-r2-p1794,PI_521019,7,54,2 of 4
SF-BE-r2-p1795,PI_521019,7,55,3 of 4
SF-BE-r2-p1796,PI_521019,7,56,4 of 4
SF-BE-r2-p1797,PI_329618,7,57,1 of 4
SF-BE-r2-p1798,PI_329618,7,58,2 of 4
SF-BE-r2-p1799,PI_329618,7,59,3 of 4
SF-BE-r2-p1800,PI_329618,7,60,4 of 4
SF-BE-r2-p1801,PI_329299,7,61,1 of 4
SF-BE-r2-p1802,PI_329299,7,62,2 of 4
SF-BE-r2-p1803,PI_329299,7,63,3 of 4
SF-BE-r2-p1804,PI_329299,7,64,4 of 4
SF-BE-r2-p1805,PI_583832,7,65,1 of 4
SF-BE-r2-p1806,PI_583832,7,66,2 of 4
SF-BE-r2-p1807,PI_583832,7,67,3 of 4
SF-BE-r2-p1808,PI_583832,7,68,4 of 4
SF-BE-r2-p1809,PI_570090,7,69,1 of 4
SF-BE-r2-p1810,PI_570090,7,70,2 of 4
SF-BE-r2-p1811,PI_570090,7,71,3 of 4
SF-BE-r2-p1812,PI_570090,7,72,4 of 4
SF-BE-r2-p1813,PI_329699,7,73,1 of 4
SF-BE-r2-p1814,PI_329699,7,74,2 of 4
SF-BE-r2-p1815,PI_329699,7,75,3 of 4
SF-BE-r2-p1816,PI_329699,7,76,4 of 4
SF-BE-r2-p1817,PI_329605,7,77,1 of 4
SF-BE-r2-p1818,PI_329605,7,78,2 of 4
SF-BE-r2-p1819,PI_329605,7,79,3 of 4
SF-BE-r2-p1820,PI_329605,7,80,4 of 4
SF-BE-r2-p1821,PI_656035,7,81,1 of 4
SF-BE-r2-p1822,PI_656035,7,82,2 of 4
SF-BE-r2-p1823,PI_656035,7,83,3 of 4
SF-BE-r2-p1824,PI_656035,7,84,4 of 4
SF-BE-r2-p1825,PI_157804,7,85,1 of 4
SF-BE-r2-p1826,PI_157804,7,86,2 of 4
SF-BE-r2-p1827,PI_157804,7,87,3 of 4
SF-BE-r2-p1828,PI_157804,7,88,4 of 4
SF-BE-r2-p1829,PI_19770,7,89,1 of 4
SF-BE-r2-p1830,PI_19770,7,90,2 of 4
SF-BE-r2-p1831,PI_19770,7,91,3 of 4
SF-BE-r2-p1832,PI_19770,7,92,4 of 4
SF-BE-r2-p1833,PI_564163,7,93,1 of 4
SF-BE-r2-p1834,PI_564163,7,94,2 of 4
SF-BE-r2-p1835,PI_564163,7,95,3 of 4
SF-BE-r2-p1836,PI_564163,7,96,4 of 4
SF-BE-r2-p1837,FILL,7,97,1 of 4
SF-BE-r2-p1838,FILL,7,98,2 of 4
SF-BE-r2-p1839,FILL,7,99,3 of 4
SF-BE-r2-p1840,FILL,7,100,4 of 4
SF-BE-r2-p1841,PI_157033,8,49,1 of 4
SF-BE-r2-p1842,PI_157033,8,50,2 of 4
SF-BE-r2-p1843,PI_157033,8,51,3 of 4
SF-BE-r2-p1844,PI_157033,8,52,4 of 4
SF-BE-r2-p1845,CHECK,8,53,1 of 4
SF-BE-r2-p1846,CHECK,8,54,2 of 4
SF-BE-r2-p1847,CHECK,8,55,3 of 4
SF-BE-r2-p1848,CHECK,8,56,4 of 4
SF-BE-r2-p1849,PI_570373,8,57,1 of 4
SF-BE-r2-p1850,PI_570373,8,58,2 of 4
SF-BE-r2-p1851,PI_570373,8,59,3 of 4
SF-BE-r2-p1852,PI_570373,8,60,4 of 4
SF-BE-r2-p1853,PI_562998,8,61,1 of 4
SF-BE-r2-p1854,PI_562998,8,62,2 of 4
SF-BE-r2-p1855,PI_562998,8,63,3 of 4
SF-BE-r2-p1856,PI_562998,8,64,4 of 4
SF-BE-r2-p1857,PI_329319,8,65,1 of 4
SF-BE-r2-p1858,PI_329319,8,66,2 of 4
SF-BE-r2-p1859,PI_329319,8,67,3 of 4
SF-BE-r2-p1860,PI_329319,8,68,4 of 4
SF-BE-r2-p1861,PI_276837,8,69,1 of 4
SF-BE-r2-p1862,PI_276837,8,70,2 of 4
SF-BE-r2-p1863,PI_276837,8,71,3 of 4
SF-BE-r2-p1864,PI_276837,8,72,4 of 4
SF-BE-r2-p1865,PI_152730,8,73,1 of 4
SF-BE-r2-p1866,PI_152730,8,74,2 of 4
SF-BE-r2-p1867,PI_152730,8,75,3 of 4
SF-BE-r2-p1868,PI_152730,8,76,4 of 4
SF-BE-r2-p1869,PI_157030,8,77,1 of 4
SF-BE-r2-p1870,PI_157030,8,78,2 of 4
SF-BE-r2-p1871,PI_157030,8,79,3 of 4
SF-BE-r2-p1872,PI_157030,8,80,4 of 4
SF-BE-r2-p1873,PI_195754,8,81,1 of 4
SF-BE-r2-p1874,PI_195754,8,82,2 of 4
SF-BE-r2-p1875,PI_195754,8,83,3 of 4
SF-BE-r2-p1876,PI_195754,8,84,4 of 4
SF-BE-r2-p1877,PI_22913,8,85,1 of 4
SF-BE-r2-p1878,PI_22913,8,86,2 of 4
SF-BE-r2-p1879,PI_22913,8,87,3 of 4
SF-BE-r2-p1880,PI_22913,8,88,4 of 4
SF-BE-r2-p1881,PI_535785,8,89,1 of 4
SF-BE-r2-p1882,PI_535785,8,90,2 of 4
SF-BE-r2-p1883,PI_535785,8,91,3 of 4
SF-BE-r2-p1884,PI_535785,8,92,4 of 4
SF-BE-r2-p1885,PI_533902,8,93,1 of 4
SF-BE-r2-p1886,PI_533902,8,94,2 of 4
SF-BE-r2-p1887,PI_533902,8,95,3 of 4
SF-BE-r2-p1888,PI_533902,8,96,4 of 4
SF-BE-r2-p1889,FILL,8,97,1 of 4
SF-BE-r2-p1890,FILL,8,98,2 of 4
SF-BE-r2-p1891,FILL,8,99,3 of 4
SF-BE-r2-p1892,FILL,8,100,4 of 4
SF-BE-r2-p1893,PI_329466,9,49,1 of 4
SF-BE-r2-p1894,PI_329466,9,50,2 of 4
SF-BE-r2-p1895,PI_329466,9,51,3 of 4
SF-BE-r2-p1896,PI_329466,9,52,4 of 4
SF-BE-r2-p1897,PI_570031,9,53,1 of 4
SF-BE-r2-p1898,PI_570031,9,54,2 of 4
SF-BE-r2-p1899,PI_570031,9,55,3 of 4
SF-BE-r2-p1900,PI_570031,9,56,4 of 4
SF-BE-r2-p1901,PI_156330,9,57,1 of 4
SF-BE-r2-p1902,PI_156330,9,58,2 of 4
SF-BE-r2-p1903,PI_156330,9,59,3 of 4
SF-BE-r2-p1904,PI_156330,9,60,4 of 4
SF-BE-r2-p1905,PI_569264,9,61,1 of 4
SF-BE-r2-p1906,PI_569264,9,62,2 of 4
SF-BE-r2-p1907,PI_569264,9,63,3 of 4
SF-BE-r2-p1908,PI_569264,9,64,4 of 4
SF-BE-r2-p1909,PI_585467,9,65,1 of 4
SF-BE-r2-p1910,PI_585467,9,66,2 of 4
SF-BE-r2-p1911,PI_585467,9,67,3 of 4
SF-BE-r2-p1912,PI_585467,9,68,4 of 4
SF-BE-r2-p1913,PI_329506,9,69,1 of 4
SF-BE-r2-p1914,PI_329506,9,70,2 of 4
SF-BE-r2-p1915,PI_329506,9,71,3 of 4
SF-BE-r2-p1916,PI_329506,9,72,4 of 4
SF-BE-r2-p1917,PI_330169,9,73,1 of 4
SF-BE-r2-p1918,PI_330169,9,74,2 of 4
SF-BE-r2-p1919,PI_330169,9,75,3 of 4
SF-BE-r2-p1920,PI_330169,9,76,4 of 4
SF-BE-r2-p1921,PI_329256,9,77,1 of 4
SF-BE-r2-p1922,PI_329256,9,78,2 of 4
SF-BE-r2-p1923,PI_329256,9,79,3 of 4
SF-BE-r2-p1924,PI_329256,9,80,4 of 4
SF-BE-r2-p1925,PI_651493,9,81,1 of 4
SF-BE-r2-p1926,PI_651493,9,82,2 of 4
SF-BE-r2-p1927,PI_651493,9,83,3 of 4
SF-BE-r2-p1928,PI_651493,9,84,4 of 4
