Sample ID,ADF,AD-ICP,Adj_CP,aNDFom,Ash,Crude protein,DCAD,Dry Matter,EE Fat,Lignin,NEG OARDC,NEL3x ADF,NEL3x OARDC,NEM OARDC,NFC,SPCP,Starch,TDN OARDC,WSC Sugar,Cellulose,Hemicellulose
SF16-BE-r2-p1747,37.47,0.5,8.54,61.96,3.62,7.45,30.7,93.32,0.84,6.25,28.95,66.05,58.71,53.67,26.51,80,0.67,58.23,13.79,31.22,26.58
SF16-BE-r2-p1751,40.41,0.62,9.88,66.29,2.58,8.34,19.04,92.07,0.95,5.85,30.47,67.96,58.79,54.34,21.79,68.63,0.66,63.51,13.74,34.56,27.41
SF16-BE-r2-p1755,40.83,0.49,8.46,68.75,2.3,7.27,24.53,91.37,0.96,4.73,30.82,76.59,60.49,54.12,22.26,51.72,-0.21,68.26,9.35,36.1,30.8
SF16-BE-r2-p1759,42.13,0.72,15.81,65.38,1.09,13.12,-8.75,91.72,1,1.59,39.83,71.16,65.97,65.74,16.09,81.65,1.74,67.73,16.41,40.54,25.79
SF16-BE-r2-p1763,36.04,0.54,11.88,63.22,3.54,11.08,29.22,90.85,1,3.96,34.2,72.84,62.03,59.27,23.31,96.66,0.08,67.47,11.6,32.08,29.3
SF16-BE-r2-p1767,34.19,0.6,10.34,59.44,4.22,11.58,15.53,92.35,0.97,4.07,36.06,69.35,63.12,62,28.05,122.76,1.12,63.88,18.96,30.12,27.2
SF16-BE-r2-p1771,31.68,0.57,3.99,53.88,3.01,2.57,25.32,91.35,0.84,6.32,32.57,69.84,60.97,56.53,37.91,-3.9,0.63,63.97,27.13,25.36,24.75
SF16-BE-r2-p1775,30.21,0.54,5.46,54.82,2.6,3.52,24.1,91.06,0.81,5.45,35.59,67,63.83,60.06,34.99,9.22,0.66,67.22,29.81,24.76,25.36
SF16-BE-r2-p1779,30.13,0.55,5.51,53.87,2.43,5.62,15.55,92.36,0.81,5.04,37.44,68.72,66.01,63.47,39.93,32.42,0.76,65.27,33.1,25.09,24.98
SF16-BE-r2-p1783,27.34,0.5,4.3,50.75,3.19,5.74,23.26,89.93,0.81,4.34,39.8,71.89,66.08,63.62,37.1,47.67,1,68.63,27.93,23,25.4
SF16-BE-r2-p1791,38.5,0.5,10.34,67.85,3.09,10.61,32.48,91.84,0.96,4.3,32.21,75.46,60.98,56.17,18.67,108.2,0.08,66.81,6.03,34.2,31.73
SF16-BE-r2-p1795,33.21,0.6,11.53,57.04,5.01,11.77,27.96,92.55,0.93,5.48,31.82,71.17,59.62,57.95,28.59,118.16,0.85,61.39,14.92,27.73,26.35
SF16-BE-r2-p1799,36.58,0.57,10.33,63.42,3.15,9.71,27.39,92.27,0.91,5.82,31.41,66.25,59.28,56.08,24.35,89.45,0.56,61.19,12.27,30.76,28.54
SF16-BE-r2-p1803,39.61,0.51,7.48,66.27,3.14,7.07,24.71,91.85,0.95,5.04,30.73,67.52,60.07,54.59,24.29,57.67,0.2,63.17,13.6,34.57,28.7
SF16-BE-r2-p1807,30.72,0.51,6.12,55.39,2.91,5.95,21.73,93.23,0.85,5.56,35.13,68.19,63.86,61.38,37.9,56.07,0.94,63.25,27.8,25.16,26.35
SF16-BE-r2-p1811,41.43,0.65,9.19,65.37,3.4,7.49,11.22,92.96,0.95,5.97,29.23,62.93,57.98,53.93,21.15,65,0.92,59.82,16.71,35.46,25.85
SF16-BE-r2-p1815,31.85,0.42,4.06,56.58,2.23,3.63,17.84,91.37,0.76,5.63,34.63,67.74,63.84,59.98,36.41,38.28,0.58,64.74,26.4,26.22,26.81
SF16-BE-r2-p1819,38.57,0.56,8.41,65.19,4.08,7.5,25.26,91.83,0.95,5.31,29.02,65.54,58.5,53.31,23.45,59.91,0.42,61.24,13.52,33.26,28.46
SF16-BE-r2-p1823,43.67,0.75,6.9,69.91,3.09,5.16,17.27,92.71,0.93,6.63,25.89,61.79,55.74,50,21.02,19.84,0.38,56.84,13.53,37.04,27.27
SF16-BE-r2-p1827,43.44,0.84,9.27,67.36,2.63,8.83,22.39,90.57,0.98,4.38,29.25,70.97,58.58,54.81,21.57,0.33,0.04,60.67,11.27,39.06,28.98
SF16-BE-r2-p1831,32.63,0.64,6.35,56.91,3.03,6.26,20.44,90.36,0.91,4.7,36.94,74.6,63.62,61.19,31.38,25.59,0.74,68.75,24.15,27.93,25.71
SF16-BE-r2-p1843,38.98,0.64,8.5,65.31,2.43,4.8,17.04,92.62,0.86,7.17,28.04,67.7,57.19,51.96,24.56,14.61,0.58,62.65,17.36,31.81,27.56
SF16-BE-r2-p1847,48.74,0.81,6.43,76.75,4.3,2.69,20.32,92.76,1.05,7.22,19.64,72.55,51.2,42.45,14.14,-31.91,-0.18,57.69,5.97,41.52,29.71
SF16-BE-r2-p1851,37.57,0.59,11.14,60.77,3.77,9.61,22.55,92.9,0.91,5.09,31.68,65.4,60.11,57.52,23.84,97.6,0.99,61.2,15.66,32.48,25.2
SF16-BE-r2-p1855,40.97,0.66,13.08,66.25,3.06,10.85,17.13,91.25,1.11,3.6,33.31,72.98,60.3,58.2,20.09,84.69,0.3,66.37,11.42,37.37,27.52
SF16-BE-r2-p1859,42.54,0.77,13.33,66.17,1.9,10.18,-4.66,92.27,1.03,4.78,33.29,71.5,60.23,58.31,16.92,66.28,1.39,67.58,13.73,37.76,26.5
SF16-BE-r2-p1863,31.05,0.41,5.23,52.14,2.46,5.78,13.62,93.39,0.76,5.35,36.2,68.91,65.42,62.46,39.19,65.57,1.09,64.6,29.2,25.7,22.14
SF16-BE-r2-p1867,31.01,0.55,6.29,54.2,2.94,6.7,22.79,91.19,0.81,5.58,36.29,67.3,63.25,60.26,32.96,65.43,1.07,64.95,24.41,25.43,24.26
SF16-BE-r2-p1875,33.09,0.56,7.97,59.9,2.79,6.93,28,91.47,0.87,5.07,34.79,69.35,62.52,59.67,28.28,49.41,0.67,66.06,19.08,28.02,28.31
SF16-BE-r2-p1883,30.87,0.53,2.99,54.01,2.57,2.82,22.69,91.28,0.8,5.09,35.59,68.24,64.36,60.79,36.78,18.37,0.65,66.45,29.31,25.78,26.05
SF16-BE-r2-p1887,36.22,0.62,10.51,63.72,2.93,9.41,29.01,90.97,1,4.5,33.52,77.09,60.95,57.26,22.18,64.78,0.13,68.39,11.8,31.72,29.25
SF16-BE-r2-p1895,43.32,0.56,6.18,68.59,2.81,5.16,17.53,93.56,0.86,6.12,26.97,60.03,57.47,51.65,22.24,53.5,0.81,57.13,14.21,37.2,26.97
SF16-BE-r2-p1899,40.62,0.63,9.6,68.1,3.18,5.93,18.72,91.95,1.01,6.2,28.3,79.06,57.22,51.04,20.02,29.61,0.08,68.31,11.44,34.42,29.7
SF16-BE-r2-p1903,33.01,0.64,11.43,56.72,4.47,9.36,20.39,91.89,0.95,4.57,34.93,69.9,62.05,60.73,27.54,90.73,0.83,65.47,19.15,28.44,25.23
SF16-BE-r2-p1907,38.85,0.57,11.03,65.94,2.56,10.23,24.99,91.76,0.99,4.48,33.2,72.73,60.99,57.29,20.68,88.34,0.5,66.41,10.74,34.37,28.99
SF16-BE-r2-p1911,38.54,0.66,13.25,63.92,1.97,11.56,17.25,91.15,1.01,3.83,36.42,75.82,62.6,60.33,20.02,83.79,0.78,70.17,14.13,34.71,27.4
SF16-BE-r2-p1915,42.22,0.76,11.98,66.23,1.58,8.15,-4.72,91.32,1.11,4.88,34.72,83.69,60.93,58.49,19.23,47.16,0.68,74.53,14.83,37.34,26.35
SF16-BE-r2-p1919,35.67,0.53,8.44,61.97,2.64,7.5,27.47,91.92,0.89,5.13,32.88,68.31,61.37,56.88,25.41,59.8,0.58,65.51,16.38,30.54,28.06
SF16-BE-r2-p1923,39.88,0.48,7.69,67.79,3.77,7.59,26.5,91.76,0.93,4.74,29.49,71.57,59.63,53.23,21.35,67.59,0.08,64.24,9.4,35.14,30.62
SF16-BE-r2-p1927,30.82,0.55,6.8,55.55,2.59,6.6,24.22,90.9,0.86,5.63,36.14,69.44,63.03,60,32.36,56.53,0.74,67.19,23.86,25.19,26.22
SF16-BE-r2-p1931,28.24,0.57,4.96,49.5,2.97,6.15,24.35,91.73,0.76,3.95,38.79,71.91,66.87,64.57,40.73,16.85,1.04,66.63,30.88,24.29,24.2
SF16-BE-r2-p1935,31.18,0.52,5.72,56.5,1.78,4.83,24.53,91.07,0.81,5.72,35.37,65.87,63.55,59.89,35.11,27.03,0.65,66.28,26.41,25.46,26.14
SF16-BE-r2-p1947,44.15,0.74,15.14,69.16,1.76,11.87,3.5,91.88,1.11,3.76,35.03,74.84,61.24,60.1,16.09,91.6,0.77,68.6,11,40.39,27.32
SF16-BE-r2-p1951,35.03,0.46,5.89,59.86,2.6,4.96,18.71,92.03,0.81,5.73,32.68,66.46,62.17,58.18,33.83,53.78,0.5,62.61,21.64,29.3,26.36
SF16-BE-r2-p1955,32.89,0.54,11.37,57,4.39,10.55,26.3,92.08,0.9,5.12,33.33,68.62,61.51,59.75,27.8,117.77,0.74,62.36,16.99,27.77,26.66
SF16-BE-r2-p1959,31.49,0.56,5.95,56.55,2.17,6.18,12.83,92.9,0.75,5.85,35.2,70.37,63.77,60.97,38.05,36,1.09,64.17,29.56,25.64,26.41
SF16-BE-r2-p1963,36.05,0.65,14.38,60.82,2.26,12.07,17.76,90.93,1.08,2.88,39.59,73.94,64.49,64.84,23.39,114.09,0.46,71.55,16.26,33.17,26.87
SF16-BE-r2-p1967,38.41,0.55,10.75,65.99,3.29,9.57,26.12,91.74,0.98,5,31.14,73.99,59.64,54.56,20.35,80.73,0.32,66.63,11.05,33.41,29.69
SF16-BE-r2-p1971,34.75,0.51,10.56,59.65,4.01,9.56,24.93,91.33,0.93,4.5,33.13,67.89,61.71,58.64,26.55,88.14,0.52,63.93,16.71,30.25,26.89
SF16-BE-r2-p1975,39.37,0.6,8.25,64.82,2.63,5.8,18.67,92.73,0.87,7.03,28.19,65.97,57.56,51.9,23.6,42.95,0.62,62.02,16.44,32.34,26.55
SF16-BE-r2-p1979,30.09,0.53,5.4,52.56,2.6,3.06,25.83,91.78,0.78,5.4,34.7,68.86,63.3,60.35,38.11,2.74,0.85,65.46,27.19,24.69,24.52
SF16-BE-r2-p1983,29.25,0.48,5.17,51.36,3.67,7.88,26.35,90.97,0.84,4.8,38.33,68.85,64.83,61.45,33.58,93.02,1.28,65.69,23.18,24.45,23.57
SF16-BE-r2-p1987,47.31,0.74,7.51,75.04,2.57,4.11,15.94,93.25,0.94,7.09,22.84,68.48,53.66,46.23,15.71,-4.34,0.37,58.46,8.45,40.22,29.2
SF16-BE-r2-p1991,38.28,0.69,9.11,63.88,2.7,7.63,17.32,91.44,0.96,6.19,30.76,74.33,58.71,54.39,23.15,36.74,0.74,66.06,15.92,32.09,27.8
SF16-BE-r2-p1999,35.38,0.6,12.74,61.11,2.59,12.23,27.27,91.25,1,3.72,37.01,70.07,63.26,62.16,23.08,110.59,0.61,67.77,14.76,31.66,27.35
SF16-BE-r2-p2003,38.57,0.61,10.22,64.62,2.72,7.56,12.77,91.67,1.01,5.29,32.16,75.65,59.93,55.74,22.01,58.85,0.47,69.9,16.02,33.28,28.49
SF16-BE-r2-p2007,39.92,0.69,14.02,66.08,2.29,10.33,14.87,91.59,1.06,4.85,33.72,81.13,60,57.39,18.31,68.4,0.51,71.59,10.39,35.07,28.02
SF16-BE-r2-p2011,39.39,0.59,10.25,67.46,2.66,6.94,26.04,90.95,1.02,4.52,31.21,84.62,59.93,54.02,20.41,36.92,-0.25,71.73,9.94,34.87,30.98
SF16-BE-r2-p2015,38.12,0.68,12.03,58.36,3.26,10.29,12.17,92.39,0.98,4.91,32.9,71.92,60.04,58.38,26.06,83.62,1,64.33,17.09,33.21,25.4
SF16-BE-r2-p2019,32.03,0.5,8.27,57.1,2.93,7.13,30.86,90.65,0.91,4.78,34.99,71.38,63.05,59.18,31.72,45.7,0.41,68.11,19.89,27.25,26.11
SF16-BE-r2-p2023,39.2,0.63,9.93,65.22,2.96,8.11,15.54,91.38,1.04,5.08,32.29,76.52,59.84,55.63,20.94,66.4,0.3,69.11,13.9,34.12,28.71
SF16-BE-r2-p2027,37.08,0.6,10.4,64.03,2.89,8.44,24.95,92.58,0.93,5.01,32.9,69.61,60.51,56.81,21.62,65.32,0.77,65.81,13.91,32.07,28.11
SF16-BE-r2-p2031,30.86,0.6,6.22,55.34,2.18,4.33,14.29,93.07,0.77,5.08,36.07,68.95,64.94,61.91,39.74,3.08,0.72,64.14,31.7,25.78,25.32
SF16-BE-r2-p2035,29.43,0.54,6.51,53.58,2.91,6.98,13.88,92.41,0.82,5.24,36.98,69.54,64.93,63.31,39.26,60.4,1.18,64.5,28.4,24.19,26.28
SF16-BE-r2-p2039,38.33,0.54,4.56,62.69,2.77,5.02,20.68,91.71,0.86,6.98,29.52,67.57,58.59,51.55,27.19,38.77,0.62,62.03,18.35,31.35,26.1
SF16-BE-r2-p2043,35.05,0.71,9.65,61.05,3.6,7.6,20.08,91.33,0.88,6.64,30.17,70.23,58.48,56.15,27.37,47.26,0.48,61.92,17.01,28.41,27.66
SF16-BE-r2-p2051,40.89,0.65,13.89,66.93,1.83,11.61,17.31,91.07,1.11,3.49,35.69,79.34,61.71,59.33,18.46,96.61,0.16,69.79,9.18,37.4,29.02
SF16-BE-r2-p2055,36.67,0.58,11.88,62.68,3.15,10.58,25.8,91.18,0.99,4.2,34.08,71.03,61.69,58.79,23,90.56,0.3,66.57,13.33,32.47,27.75
SF16-BE-r2-p2059,37.57,0.67,12.12,63.76,4.01,11.11,19.03,92.82,0.95,4.54,32.48,68.55,60.25,58.51,25.79,96.28,0.78,61.64,15.77,33.03,28.71
SF16-BE-r2-p2063,37.36,0.62,11.26,64.11,2.92,9.15,23.36,91.83,1,5.29,33.07,77.44,60.43,56.3,19.9,80.75,0.47,70.28,12.25,32.07,28.61
SF16-BE-r2-p2067,33.66,0.59,10.53,58.93,2.89,8.82,25.48,90.98,0.94,5.85,33.16,75.5,60.32,56.76,27.07,58.3,0.57,69.37,16.76,27.81,26.73
SF16-BE-r2-p2071,40.85,0.75,13.32,63.34,2.16,11.24,13.48,92.16,0.98,2.33,37.02,68.81,63.73,62.57,19.72,74.41,1.11,66.8,16.32,38.52,24.11
SF16-BE-r2-p2075,37.16,0.59,11.83,63.78,2.92,11.07,24.97,91.14,1.03,4.18,34.63,76.08,61.47,58.46,21.24,97.95,0.33,69.12,11.51,32.98,28.9
SF16-BE-r2-p2079,38.52,0.64,12.36,65.08,1.52,9.51,26.16,90.81,1.07,3.7,35.89,86.53,62.45,58.79,20.67,56.05,-0.03,75.12,10.95,34.82,28.68
SF16-BE-r2-p2083,35.53,0.74,6.81,59.77,3.96,5.47,17.33,89.49,0.99,4.89,33.73,78.55,61.6,58.4,30.38,-4.24,0.44,66.5,22.32,30.64,26.22
SF16-BE-r2-p2087,42.42,0.57,6.21,68.8,2.61,5.67,19.72,92.11,0.95,5.75,29.22,74.02,58.41,51.44,20.53,46.75,0.27,64.68,10.69,36.67,28.9
SF16-BE-r2-p2091,36.4,0.65,7.26,63.4,2.95,5.32,22.53,91.99,0.87,6.64,29.32,65.6,58.32,54.03,27.93,22.19,0.64,60.8,18.62,29.76,28.4
SF16-BE-r2-p2095,44.82,0.81,9.08,71.05,3.74,4.3,24.62,90.81,1.07,5.64,25.91,82.7,55.25,49.43,21.44,-39.19,-0.48,61.23,9.06,39.18,27.87
SF16-BE-r2-p2103,40.67,0.66,11.18,66.27,0.24,6.09,11.05,91.96,1,5.9,33.56,85.56,60.67,55.72,20.93,25.91,0.43,75.46,14.24,34.77,26.93
SF16-BE-r2-p2107,33.09,0.58,8.93,57.97,2.58,6.24,21.6,92.17,0.82,6.13,32.93,67.56,61.14,58.33,30.79,42.89,0.94,64.09,21.67,26.96,25.89
SF16-BE-r2-p2111,37.43,0.57,8.82,64.64,3.29,7.72,27.93,91.66,0.97,5.71,30.27,73.2,58.91,53.62,23.16,63.71,0.26,65.98,11.88,31.72,29.54
SF16-BE-r2-p2115,34.5,0.65,14.8,58.89,3.27,14.84,20.53,92.7,1.03,2.76,38.72,70.49,64.55,65.84,27.38,153.63,1.08,65.07,15.34,31.74,26.92
SF16-BE-r2-p2119,30.36,0.51,9.42,55.06,3.19,7.67,28.71,91.65,0.86,5.42,34.3,67.96,62.45,60.38,32.58,64.3,0.95,64.28,20.95,24.94,26.11
SF16-BE-r2-p2123,40.4,0.69,13.15,66.29,1.6,8.96,5.88,91.46,1.04,4.94,33.88,84.16,60.65,57.88,19.44,51.82,0.73,73.24,12.98,35.46,28.4
SF16-BE-r2-p2127,36.4,0.49,8.51,62.38,3.18,7.43,24.64,92.17,0.9,4.73,33.04,65.83,61.89,58.75,27.91,75.2,0.49,62.62,17.55,31.67,27.39
SF16-BE-r2-p2131,37.16,0.6,11.05,63.78,2.68,8.18,22.32,90.75,1.03,4.82,32.88,80.65,60.55,56.7,23.82,49,0.08,71.62,14.11,32.34,29.15
SF16-BE-r2-p2135,45.86,0.73,8.06,73.72,3.2,4.41,18.89,92.02,1.01,6.78,24.06,78.58,54.19,46.94,16.67,-7.53,-0.1,62.35,7.09,39.08,29.67
SF16-BE-r2-p2139,32.67,0.53,5.56,58.5,2.84,5.12,30.62,90.62,0.91,4.15,36.02,78.13,63.57,59,30.57,15.64,0.42,70.31,18.75,28.52,27.61
SF16-BE-r2-p2155,40.96,0.74,12.05,62.45,2.91,11.94,8.15,91.62,1.05,3.93,34.53,68.83,61.23,60,22.4,101.08,0.77,61.94,14.47,37.03,25.95
SF16-BE-r2-p2159,39.91,0.55,7.64,66.5,2.73,6.2,23.71,92.5,0.88,6.01,29.04,64.12,58.49,52.83,23.89,49.15,0.51,60.94,14.49,33.9,27.93
SF16-BE-r2-p2163,38.02,0.53,9.87,66.08,3.13,8.4,28.09,92.42,0.92,5.36,30.55,69.9,59.33,54.39,21.62,78.69,0.4,64.15,10.34,32.66,29.96
SF16-BE-r2-p2167,42.47,0.84,8.65,69.11,1.84,9.68,2.99,93.18,0.98,5.79,30.59,71.01,57.85,56.03,23.12,76.73,0.69,59.5,9.71,36.68,29.8
SF16-BE-r2-p2171,35.8,0.6,18.94,57.96,0.04,16.33,24.02,90.73,1.08,0.7,45.57,72.6,68.48,72,26.25,152.16,0.48,73.04,15.96,35.1,23.93
SF16-BE-r2-p2175,38.36,0.69,11.88,63.68,3.09,9.78,12.22,91.49,1.03,5.38,32.5,70.33,59.63,57.65,22.48,76.02,0.62,65.62,15.53,32.98,27.31
SF16-BE-r2-p2179,33.53,0.49,7.83,58.79,2.84,6.69,24.1,91.9,0.83,5.71,33.18,67.29,61.7,59.07,32.5,68.29,0.7,62.64,20.29,27.82,27.01
SF16-BE-r2-p2183,40.66,0.67,11.99,65.66,4.94,9.51,13.08,92.75,1.03,5.39,29.09,66.27,57.47,53.84,18.52,94.53,0.8,60.86,11.44,35.27,26.47
SF16-BE-r2-p2187,34.5,0.49,5.37,58.9,2.47,4.92,20.42,91.74,0.82,4.71,34.6,64.37,63.61,59.01,31.37,39.84,0.9,63.98,22.63,29.79,25.54
SF16-BE-r2-p2195,29.53,0.54,4.1,54.88,2.97,3.86,28.14,91.15,0.8,5.37,36.02,68.17,63.77,60.1,35.28,20.44,0.78,65.96,26.58,24.16,26.21
SF16-BE-r2-p2199,35.72,0.65,8.07,59.68,3.96,7.4,30.7,92.21,0.93,6.42,28.86,70.64,57.52,54.26,27.78,63.15,0.41,58.89,14.64,29.3,27.75
SF16-BE-r2-p2207,37.16,0.59,8.87,63.53,2.82,7.59,24.55,91.43,0.96,5.69,32.13,75.07,59.82,54.69,23.63,58.81,0.32,67.49,14.28,31.47,28.44
SF16-BE-r2-p2211,36.79,0.58,12.73,61.33,2.92,11.61,21.42,91.52,0.99,3.95,35.42,66.87,62.43,61.09,23.65,111.65,0.67,64.69,14.95,32.84,26.45
SF16-BE-r2-p2215,36.7,0.54,9.64,63.93,3.6,9.63,26.69,91.88,0.98,4.56,32.97,69.13,60.74,57.16,22.39,103.48,0.48,64.47,11.6,32.14,29.38
SF16-BE-r2-p2219,37.08,0.66,12.11,63.89,2.7,9.83,17.8,91.22,1,4.75,34.29,74,61.22,58.52,21.49,65.96,0.61,68.78,14.1,32.33,28.91
SF16-BE-r2-p2223,37.39,0.64,13.82,62.28,1.81,11.73,11.78,91.69,1.01,4.5,35.88,73.21,62.11,61.01,21.35,108.64,0.97,69.98,14.68,32.89,26.88
SF16-BE-r2-p2227,36.33,0.58,6.84,62.72,3.31,5.89,19.41,93.26,0.82,6.19,29.53,67.86,59.16,55.14,30.4,36.93,0.73,59.99,20.35,30.14,28.57
SF16-BE-r2-p2231,36.36,0.55,6.52,60.47,2.27,4.34,27.11,92.27,0.77,7.42,29.08,65.22,58.77,52.78,30.3,10.59,0.59,61.67,21.28,28.94,23.59
SF16-BE-r2-p2235,33.09,0.59,14.9,53.47,3.49,13.97,22.46,91.39,0.98,4.59,36.5,71.15,62.72,63.03,27.82,153.94,0.94,64.68,16.28,28.5,24.66
SF16-BE-r2-p2239,28.49,0.47,4.46,50.35,2.33,3.78,20.58,90.94,0.8,4.82,38.25,68.38,66.33,64.01,40.09,34.2,0.65,67.84,31.47,23.67,25.2
SF16-BE-r2-p2251,46.04,0.82,12.24,70.85,1.29,6.77,3.59,91.61,1.13,5.9,30.09,91.21,57.51,53.15,15.6,14.17,0.14,72.9,7.19,40.14,26.82
SF16-BE-r2-p2259,37,0.56,13.74,63.79,2.63,12.75,27.8,90.65,1.04,1.94,38.27,75.21,64.81,63.54,21.63,117,0.04,69.61,11.29,35.06,28.95
SF16-BE-r2-p2263,35.87,0.63,11.19,61.52,3.44,9.25,20.19,91.56,1,5.44,33.24,71.87,60.01,57.55,25.33,81.09,0.52,66.61,15.31,30.43,26.83
SF16-BE-r2-p2267,40.43,0.71,13.98,66.18,2.89,10.32,4.72,91.23,1.12,4.32,34.02,80.07,60.76,58.8,17.71,85.41,0.44,71.83,12.69,36.11,28.33
SF16-BE-r2-p2271,35.32,0.52,11.86,64.33,2.48,9.92,32.87,90.91,1.03,2.32,37.39,85.72,64.67,60.53,19.45,80.9,-0.14,76.04,7.93,33,32.17
SF16-BE-r2-p2275,37.99,0.63,10.71,65.14,3.16,8.38,24,91.69,1.04,5.64,30.99,77.44,58.4,54.08,21.93,67.33,0.22,67.58,10.55,32.35,29.24
SF16-BE-r2-p2279,41.84,0.7,13.49,67.88,1.69,8.87,2.48,91.75,1.09,4.86,33.52,87.32,60.1,56.73,16.84,57.06,0.7,74.83,10.78,36.98,28.8
SF16-BE-r2-p2283,34.51,0.49,7.85,59.19,2.47,6.39,24.14,92.07,0.86,5.72,32.58,66.69,61.69,57.91,30.86,61.05,0.62,63,19.99,28.79,25.77
SF16-BE-r2-p2287,36.74,0.63,6.32,61.89,3.2,5.28,19.91,91.02,0.91,7.06,29.1,70.66,58.07,53.66,31.47,27.94,0.27,60.79,20.83,29.68,27.69
SF16-BE-r2-p2291,30.18,0.48,5.18,52.23,1.63,4.48,15.16,91.37,0.77,5.91,36.18,67.58,64.52,61.5,38.23,44.5,0.77,66.42,29.29,24.27,25.51
SF16-BE-r2-p2295,28.82,0.47,5.78,52.9,2.85,5.1,28.53,91.87,0.82,5.23,36.17,69.1,64.25,62.04,38.49,53.15,0.95,65.69,25.19,23.59,24.72
SF16-BE-r2-p2299,31.33,0.63,5.63,56.65,3.55,4.18,28.92,91.5,0.82,5.37,32.72,69.1,61.4,58.61,33.94,-1.92,0.71,62.63,22.04,25.96,27.98
SF16-BE-r2-p2311,37.33,0.68,10.64,63,3.52,8,10.92,91.53,1.05,5.64,32.06,72.09,58.91,56.45,24.39,64.27,0.6,66.99,16.67,31.69,27.61
SF16-BE-r2-p2315,36.04,0.52,6.5,63.11,2.48,4.86,27.83,92.15,0.84,5.99,30.61,66.7,60,54.72,28.46,29.07,0.41,63.46,18.65,30.05,28.12
SF16-BE-r2-p2319,38.63,0.67,13.22,65,2.74,9.28,12.81,91.08,1.11,3.83,35.03,87.09,61.54,58.73,18.73,66.02,0.31,74.8,10.33,34.8,29.16
SF16-BE-r2-p2323,35.79,0.54,7.58,61.6,3.12,7.72,25.3,91.13,0.94,4.58,34.32,74.84,61.86,56.9,24.9,58.92,0.5,68.77,15.59,31.21,28.29
SF16-BE-r2-p2327,36.71,0.65,11.51,62.12,1.5,8.63,12.65,91.15,1.01,5.18,35.77,82.01,61.97,58.99,23.47,63.77,0.62,73.81,16.22,31.53,27.83
SF16-BE-r2-p2331,39.49,0.63,12,65.67,2.48,9.58,15.52,91.32,1.05,3.94,34.92,78.21,61.65,58.29,19.48,76.79,0.4,70.64,12.3,35.55,28.63
SF16-BE-r2-p2335,34.71,0.51,9.36,59.68,3.35,9.02,25.34,90.98,0.95,4.41,34.54,69.56,62.32,59.62,27.5,86.66,0.35,66.32,16.85,30.3,27.12
SF16-BE-r2-p2339,35.96,0.53,5.03,60.87,2.5,3.51,16.65,91.83,0.83,6.74,30.26,64.22,59.8,54.76,31.88,23.01,0.53,61.4,24.95,29.22,26.7
SF16-BE-r2-p2347,46.23,0.76,5.71,74.33,3.67,3.12,25.27,93.07,0.94,7.05,21.55,65.4,52.83,44.66,16.71,-24.51,0.1,56.41,8.91,39.18,29.2
SF16-BE-r2-p2351,29.57,0.57,6.36,55.47,2.55,4.01,26.08,91.83,0.78,5.5,34.69,68.66,63.15,60.52,35.03,15.28,0.98,64.98,25.53,24.07,26.53
SF16-BE-r2-p2355,44.53,0.78,8.53,72.32,3.62,5.73,19.42,91.65,1.04,5.7,26.14,76.12,56.08,49.57,15.62,-5.47,0.07,63.55,9.38,38.83,29.64
SF16-BE-r2-p2363,35.68,0.47,8.38,62.53,3.39,8.87,29.99,91.97,0.92,3.76,34.64,68.14,63.27,59.08,23.66,99.59,0.49,65.04,13.25,31.92,29.07
SF16-BE-r2-p2367,37.13,0.65,11.13,64.47,2.97,8.75,22.25,91.6,1.01,4.82,33.32,79.82,60.63,56.59,19.94,58.45,0.51,70.59,11.87,32.31,29.15
SF16-BE-r2-p2371,35.92,0.58,9.01,63.19,3.51,7.91,27.25,91.79,0.92,4.86,32.86,71.32,61.22,56.88,22.71,64.08,0.45,66.36,15.2,31.06,28.92
SF16-BE-r2-p2375,36.37,0.54,8.18,64.33,2.68,5.87,27.65,91.78,0.93,5.13,31.49,72.82,60.45,55.22,25.65,32,0.28,67.05,15.11,31.24,30.11
SF16-BE-r2-p2379,37.37,0.69,12.68,64.17,2.64,9.59,14.8,91.94,0.97,5.16,33.66,73.93,60.41,58.34,20.67,74.37,0.83,68.36,13.62,32.21,28.72
SF16-BE-r2-p2383,44.68,0.77,16.42,68.4,-0.8,10.2,-4.32,91.07,1.09,4.65,36.24,94.9,62.23,59.1,15.16,31.33,0.84,81.3,11.12,40.03,25.73
SF16-BE-r2-p2387,45.01,0.76,6.63,73,3.69,4.27,23.56,92.93,0.95,6.59,23.33,64.72,54.05,47.12,17.05,-7.64,0.22,57.43,10.38,38.42,29.38
SF16-BE-r2-p2391,40,0.57,11.9,66.33,3.05,10.18,20.71,92.08,0.98,5.08,31.27,67.14,59.77,56.26,20.86,90.08,0.49,63.06,12.53,34.92,28.17
SF16-BE-r2-p2395,28.89,0.62,5.9,54.56,3.21,3.69,21.67,90.55,0.83,5.39,35.21,72.41,63.22,61.04,37,-6.84,0.81,67.2,28.23,23.5,26.96
SF16-BE-r2-p2399,37.73,0.68,13.06,62.78,1.86,9.94,7.69,91.05,1.06,4.99,36.1,81.09,61.58,60.12,22.05,73.69,0.69,73.36,15.31,32.74,27.67
SF16-BE-r2-p2403,33.28,0.58,9.23,57.77,1.83,6.89,22.9,91.84,0.86,5.97,34.6,70.45,62.31,59.14,29.67,39.27,0.87,68.05,22.06,27.31,24.9
