PlotID,PI,Ra,Rw,XofY,TAG,Con,Barcode,End
SF-BE-r1-p1169,PI_569458,25,17,1 of 4,,,SF-BE-r1-p1169,
SF-BE-r1-p1171,PI_569458,25,19,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1171,ANTHESIS
SF-BE-r1-p1171,PI_569458,25,19,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1171,MATURITY
SF-BE-r1-p1171,PI_569458,25,19,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1171,
SF-BE-r1-p1173,PI_570053,25,21,1 of 4,,,SF-BE-r1-p1173,
SF-BE-r1-p1175,PI_570053,25,23,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1175,ANTHESIS
SF-BE-r1-p1175,PI_570053,25,23,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1175,MATURITY
SF-BE-r1-p1175,PI_570053,25,23,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1175,
SF-BE-r1-p1177,PI_508366,25,25,1 of 4,,,SF-BE-r1-p1177,
SF-BE-r1-p1179,PI_508366,25,27,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1179,ANTHESIS
SF-BE-r1-p1179,PI_508366,25,27,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1179,MATURITY
SF-BE-r1-p1179,PI_508366,25,27,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1179,
SF-BE-r1-p1181,PI_563020,25,29,1 of 4,,,SF-BE-r1-p1181,
SF-BE-r1-p1183,PI_563020,25,31,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1183,ANTHESIS
SF-BE-r1-p1183,PI_563020,25,31,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1183,MATURITY
SF-BE-r1-p1183,PI_563020,25,31,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1183,
SF-BE-r1-p1185,PI_585954,25,33,1 of 4,,,SF-BE-r1-p1185,
SF-BE-r1-p1187,PI_585954,25,35,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1187,ANTHESIS
SF-BE-r1-p1187,PI_585954,25,35,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1187,MATURITY
SF-BE-r1-p1187,PI_585954,25,35,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1187,
SF-BE-r1-p1189,PI_570091,25,37,1 of 4,,,SF-BE-r1-p1189,
SF-BE-r1-p1191,PI_570091,25,39,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1191,ANTHESIS
SF-BE-r1-p1191,PI_570091,25,39,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1191,MATURITY
SF-BE-r1-p1191,PI_570091,25,39,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1191,
SF-BE-r1-p1193,PI_329673,25,41,1 of 4,,,SF-BE-r1-p1193,
SF-BE-r1-p1195,PI_329673,25,43,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1195,ANTHESIS
SF-BE-r1-p1195,PI_329673,25,43,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1195,MATURITY
SF-BE-r1-p1195,PI_329673,25,43,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1195,
SF-BE-r1-p1197,PI_514456,25,45,1 of 4,,,SF-BE-r1-p1197,
SF-BE-r1-p1199,PI_514456,25,47,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1199,ANTHESIS
SF-BE-r1-p1199,PI_514456,25,47,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1199,MATURITY
SF-BE-r1-p1199,PI_514456,25,47,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1199,
SF-BE-r2-p2725,PI_569444,25,49,1 of 4,,,SF-BE-r2-p2725,
SF-BE-r2-p2727,PI_569444,25,51,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2727,ANTHESIS
SF-BE-r2-p2727,PI_569444,25,51,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2727,MATURITY
SF-BE-r2-p2727,PI_569444,25,51,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2727,
SF-BE-r2-p2729,PI_563355,25,53,1 of 4,,,SF-BE-r2-p2729,
SF-BE-r2-p2731,PI_563355,25,55,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2731,ANTHESIS
SF-BE-r2-p2731,PI_563355,25,55,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2731,MATURITY
SF-BE-r2-p2731,PI_563355,25,55,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2731,
SF-BE-r2-p2733,PI_329646,25,57,1 of 4,,,SF-BE-r2-p2733,
SF-BE-r2-p2735,PI_329646,25,59,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2735,ANTHESIS
SF-BE-r2-p2735,PI_329646,25,59,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2735,MATURITY
SF-BE-r2-p2735,PI_329646,25,59,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2735,
SF-BE-r2-p2737,PI_569465,25,61,1 of 4,,,SF-BE-r2-p2737,
SF-BE-r2-p2739,PI_569465,25,63,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2739,ANTHESIS
SF-BE-r2-p2739,PI_569465,25,63,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2739,MATURITY
SF-BE-r2-p2739,PI_569465,25,63,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2739,
SF-BE-r2-p2741,PI_563006,25,65,1 of 4,,,SF-BE-r2-p2741,
SF-BE-r2-p2743,PI_563006,25,67,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2743,ANTHESIS
SF-BE-r2-p2743,PI_563006,25,67,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2743,MATURITY
SF-BE-r2-p2743,PI_563006,25,67,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2743,
SF-BE-r2-p2745,PI_329665,25,69,1 of 4,,,SF-BE-r2-p2745,
SF-BE-r2-p2747,PI_329665,25,71,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2747,ANTHESIS
SF-BE-r2-p2747,PI_329665,25,71,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2747,MATURITY
SF-BE-r2-p2747,PI_329665,25,71,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2747,
SF-BE-r2-p2749,PI_156487,25,73,1 of 4,,,SF-BE-r2-p2749,
SF-BE-r2-p2751,PI_156487,25,75,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2751,ANTHESIS
SF-BE-r2-p2751,PI_156487,25,75,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2751,MATURITY
SF-BE-r2-p2751,PI_156487,25,75,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2751,
SF-BE-r2-p2753,PI_506114,25,77,1 of 4,,,SF-BE-r2-p2753,
SF-BE-r2-p2755,PI_506114,25,79,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2755,ANTHESIS
SF-BE-r2-p2755,PI_506114,25,79,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2755,MATURITY
SF-BE-r2-p2755,PI_506114,25,79,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2755,
SF-BE-r2-p2757,PI_569244,25,81,1 of 4,,,SF-BE-r2-p2757,
SF-BE-r2-p2759,PI_569244,25,83,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2759,ANTHESIS
SF-BE-r2-p2759,PI_569244,25,83,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2759,MATURITY
SF-BE-r2-p2759,PI_569244,25,83,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2759,
SF-BE-r2-p2761,PI_229841,25,85,1 of 4,,,SF-BE-r2-p2761,
SF-BE-r2-p2763,PI_229841,25,87,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2763,ANTHESIS
SF-BE-r2-p2763,PI_229841,25,87,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2763,MATURITY
SF-BE-r2-p2763,PI_229841,25,87,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2763,
SF-BE-r2-p2765,PI_642998,25,89,1 of 4,,,SF-BE-r2-p2765,
SF-BE-r2-p2767,PI_642998,25,91,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2767,ANTHESIS
SF-BE-r2-p2767,PI_642998,25,91,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2767,MATURITY
SF-BE-r2-p2767,PI_642998,25,91,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2767,
SF-BE-r2-p2769,PI_535796,25,93,1 of 4,,,SF-BE-r2-p2769,
SF-BE-r2-p2771,PI_535796,25,95,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2771,ANTHESIS
SF-BE-r2-p2771,PI_535796,25,95,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2771,MATURITY
SF-BE-r2-p2771,PI_535796,25,95,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2771,
SF-BE-r2-p2773,PI_656026,25,97,1 of 4,,,SF-BE-r2-p2773,
SF-BE-r2-p2775,PI_656026,25,99,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2775,ANTHESIS
SF-BE-r2-p2775,PI_656026,25,99,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2775,MATURITY
SF-BE-r2-p2775,PI_656026,25,99,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2775,
SF-BE-r1-p1201,PI_329435,26,1,1 of 4,,,SF-BE-r1-p1201,
SF-BE-r1-p1203,PI_329435,26,3,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1203,ANTHESIS
SF-BE-r1-p1203,PI_329435,26,3,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1203,MATURITY
SF-BE-r1-p1203,PI_329435,26,3,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1203,
SF-BE-r1-p1205,PI_566819,26,5,1 of 4,,,SF-BE-r1-p1205,
SF-BE-r1-p1207,PI_566819,26,7,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1207,ANTHESIS
SF-BE-r1-p1207,PI_566819,26,7,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1207,MATURITY
SF-BE-r1-p1207,PI_566819,26,7,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1207,
SF-BE-r1-p1209,PI_251672,26,9,1 of 4,,,SF-BE-r1-p1209,
SF-BE-r1-p1211,PI_251672,26,11,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1211,ANTHESIS
SF-BE-r1-p1211,PI_251672,26,11,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1211,MATURITY
SF-BE-r1-p1211,PI_251672,26,11,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1211,
SF-BE-r1-p1213,PI_154750,26,13,1 of 4,,,SF-BE-r1-p1213,
SF-BE-r1-p1215,PI_154750,26,15,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1215,ANTHESIS
SF-BE-r1-p1215,PI_154750,26,15,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1215,MATURITY
SF-BE-r1-p1215,PI_154750,26,15,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1215,
SF-BE-r1-p1217,PI_569444,26,17,1 of 4,,,SF-BE-r1-p1217,
SF-BE-r1-p1219,PI_569444,26,19,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1219,ANTHESIS
SF-BE-r1-p1219,PI_569444,26,19,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1219,MATURITY
SF-BE-r1-p1219,PI_569444,26,19,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1219,
SF-BE-r1-p1221,PI_303658,26,21,1 of 4,,,SF-BE-r1-p1221,
SF-BE-r1-p1223,PI_303658,26,23,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1223,ANTHESIS
SF-BE-r1-p1223,PI_303658,26,23,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1223,MATURITY
SF-BE-r1-p1223,PI_303658,26,23,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1223,
SF-BE-r1-p1225,PI_569455,26,25,1 of 4,,,SF-BE-r1-p1225,
SF-BE-r1-p1227,PI_569455,26,27,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1227,ANTHESIS
SF-BE-r1-p1227,PI_569455,26,27,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1227,MATURITY
SF-BE-r1-p1227,PI_569455,26,27,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1227,
SF-BE-r1-p1229,CHECK,26,29,1 of 4,,,SF-BE-r1-p1229,
SF-BE-r1-p1231,CHECK,26,31,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1231,ANTHESIS
SF-BE-r1-p1231,CHECK,26,31,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1231,MATURITY
SF-BE-r1-p1231,CHECK,26,31,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1231,
SF-BE-r1-p1233,PI_569443,26,33,1 of 4,,,SF-BE-r1-p1233,
SF-BE-r1-p1235,PI_569443,26,35,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1235,ANTHESIS
SF-BE-r1-p1235,PI_569443,26,35,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1235,MATURITY
SF-BE-r1-p1235,PI_569443,26,35,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1235,
SF-BE-r1-p1237,PI_330196,26,37,1 of 4,,,SF-BE-r1-p1237,
SF-BE-r1-p1239,PI_330196,26,39,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1239,ANTHESIS
SF-BE-r1-p1239,PI_330196,26,39,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1239,MATURITY
SF-BE-r1-p1239,PI_330196,26,39,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1239,
SF-BE-r1-p1241,PI_329403,26,41,1 of 4,,,SF-BE-r1-p1241,
SF-BE-r1-p1243,PI_329403,26,43,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1243,ANTHESIS
SF-BE-r1-p1243,PI_329403,26,43,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1243,MATURITY
SF-BE-r1-p1243,PI_329403,26,43,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1243,
SF-BE-r1-p1245,PI_569422,26,45,1 of 4,,,SF-BE-r1-p1245,
SF-BE-r1-p1247,PI_569422,26,47,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1247,ANTHESIS
SF-BE-r1-p1247,PI_569422,26,47,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1247,MATURITY
SF-BE-r1-p1247,PI_569422,26,47,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1247,
SF-BE-r2-p2777,PI_329394,26,49,1 of 4,,,SF-BE-r2-p2777,
SF-BE-r2-p2779,PI_329394,26,51,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2779,ANTHESIS
SF-BE-r2-p2779,PI_329394,26,51,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2779,MATURITY
SF-BE-r2-p2779,PI_329394,26,51,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2779,
SF-BE-r2-p2781,PI_329644,26,53,1 of 4,,,SF-BE-r2-p2781,
SF-BE-r2-p2783,PI_329644,26,55,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2783,ANTHESIS
SF-BE-r2-p2783,PI_329644,26,55,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2783,MATURITY
SF-BE-r2-p2783,PI_329644,26,55,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2783,
SF-BE-r2-p2785,PI_563032,26,57,1 of 4,,,SF-BE-r2-p2785,
SF-BE-r2-p2787,PI_563032,26,59,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2787,ANTHESIS
SF-BE-r2-p2787,PI_563032,26,59,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2787,MATURITY
SF-BE-r2-p2787,PI_563032,26,59,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2787,
SF-BE-r2-p2789,PI_329702,26,61,1 of 4,,,SF-BE-r2-p2789,
SF-BE-r2-p2791,PI_329702,26,63,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2791,ANTHESIS
SF-BE-r2-p2791,PI_329702,26,63,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2791,MATURITY
SF-BE-r2-p2791,PI_329702,26,63,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2791,
SF-BE-r2-p2793,PI_329440,26,65,1 of 4,,,SF-BE-r2-p2793,
SF-BE-r2-p2795,PI_329440,26,67,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2795,ANTHESIS
SF-BE-r2-p2795,PI_329440,26,67,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2795,MATURITY
SF-BE-r2-p2795,PI_329440,26,67,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2795,
SF-BE-r2-p2797,PI_154844,26,69,1 of 4,,,SF-BE-r2-p2797,
SF-BE-r2-p2799,PI_154844,26,71,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2799,ANTHESIS
SF-BE-r2-p2799,PI_154844,26,71,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2799,MATURITY
SF-BE-r2-p2799,PI_154844,26,71,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2799,
SF-BE-r2-p2801,PI_585577,26,73,1 of 4,,,SF-BE-r2-p2801,
SF-BE-r2-p2803,PI_585577,26,75,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2803,ANTHESIS
SF-BE-r2-p2803,PI_585577,26,75,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2803,MATURITY
SF-BE-r2-p2803,PI_585577,26,75,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2803,
SF-BE-r2-p2805,PI_619838,26,77,1 of 4,,,SF-BE-r2-p2805,
SF-BE-r2-p2807,PI_619838,26,79,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2807,ANTHESIS
SF-BE-r2-p2807,PI_619838,26,79,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2807,MATURITY
SF-BE-r2-p2807,PI_619838,26,79,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2807,
SF-BE-r2-p2809,PI_155760,26,81,1 of 4,,,SF-BE-r2-p2809,
SF-BE-r2-p2811,PI_155760,26,83,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2811,ANTHESIS
SF-BE-r2-p2811,PI_155760,26,83,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2811,MATURITY
SF-BE-r2-p2811,PI_155760,26,83,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2811,
SF-BE-r2-p2813,PI_641862,26,85,1 of 4,,,SF-BE-r2-p2813,
SF-BE-r2-p2815,PI_641862,26,87,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2815,ANTHESIS
SF-BE-r2-p2815,PI_641862,26,87,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2815,MATURITY
SF-BE-r2-p2815,PI_641862,26,87,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2815,
SF-BE-r2-p2817,PI_213900,26,89,1 of 4,,,SF-BE-r2-p2817,
SF-BE-r2-p2819,PI_213900,26,91,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2819,ANTHESIS
SF-BE-r2-p2819,PI_213900,26,91,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2819,MATURITY
SF-BE-r2-p2819,PI_213900,26,91,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2819,
SF-BE-r2-p2821,PI_533792,26,93,1 of 4,,,SF-BE-r2-p2821,
SF-BE-r2-p2823,PI_533792,26,95,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2823,ANTHESIS
SF-BE-r2-p2823,PI_533792,26,95,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2823,MATURITY
SF-BE-r2-p2823,PI_533792,26,95,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2823,
SF-BE-r2-p2825,PI_52606,26,97,1 of 4,,,SF-BE-r2-p2825,
SF-BE-r2-p2827,PI_52606,26,99,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2827,ANTHESIS
SF-BE-r2-p2827,PI_52606,26,99,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2827,MATURITY
SF-BE-r2-p2827,PI_52606,26,99,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2827,
SF-BE-r1-p1249,PI_535792,27,1,1 of 4,,,SF-BE-r1-p1249,
SF-BE-r1-p1251,PI_535792,27,3,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1251,ANTHESIS
SF-BE-r1-p1251,PI_535792,27,3,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1251,MATURITY
SF-BE-r1-p1251,PI_535792,27,3,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1251,
SF-BE-r1-p1253,Check,27,5,1 of 4,,,SF-BE-r1-p1253,
SF-BE-r1-p1255,Check,27,7,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1255,ANTHESIS
SF-BE-r1-p1255,Check,27,7,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1255,MATURITY
SF-BE-r1-p1255,Check,27,7,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1255,
SF-BE-r1-p1257,PI_641862,27,9,1 of 4,,,SF-BE-r1-p1257,
SF-BE-r1-p1259,PI_641862,27,11,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1259,ANTHESIS
SF-BE-r1-p1259,PI_641862,27,11,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1259,MATURITY
SF-BE-r1-p1259,PI_641862,27,11,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1259,
SF-BE-r1-p1261,PI_455217,27,13,1 of 4,,,SF-BE-r1-p1261,
SF-BE-r1-p1263,PI_455217,27,15,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1263,ANTHESIS
SF-BE-r1-p1263,PI_455217,27,15,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1263,MATURITY
SF-BE-r1-p1263,PI_455217,27,15,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1263,
SF-BE-r1-p1265,PI_570388,27,17,1 of 4,,,SF-BE-r1-p1265,
SF-BE-r1-p1267,PI_570388,27,19,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1267,ANTHESIS
SF-BE-r1-p1267,PI_570388,27,19,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1267,MATURITY
SF-BE-r1-p1267,PI_570388,27,19,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1267,
SF-BE-r1-p1269,PI_329614,27,21,1 of 4,,,SF-BE-r1-p1269,
SF-BE-r1-p1271,PI_329614,27,23,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1271,ANTHESIS
SF-BE-r1-p1271,PI_329614,27,23,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1271,MATURITY
SF-BE-r1-p1271,PI_329614,27,23,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1271,
SF-BE-r1-p1273,PI_329865,27,25,1 of 4,,,SF-BE-r1-p1273,
SF-BE-r1-p1275,PI_329865,27,27,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1275,ANTHESIS
SF-BE-r1-p1275,PI_329865,27,27,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1275,MATURITY
SF-BE-r1-p1275,PI_329865,27,27,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1275,
SF-BE-r1-p1277,PI_330168,27,29,1 of 4,,,SF-BE-r1-p1277,
SF-BE-r1-p1279,PI_330168,27,31,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1279,ANTHESIS
SF-BE-r1-p1279,PI_330168,27,31,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1279,MATURITY
SF-BE-r1-p1279,PI_330168,27,31,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1279,
SF-BE-r1-p1281,PI_569420,27,33,1 of 4,,,SF-BE-r1-p1281,
SF-BE-r1-p1283,PI_569420,27,35,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1283,ANTHESIS
SF-BE-r1-p1283,PI_569420,27,35,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1283,MATURITY
SF-BE-r1-p1283,PI_569420,27,35,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1283,
SF-BE-r1-p1285,PI_570038,27,37,1 of 4,,,SF-BE-r1-p1285,
SF-BE-r1-p1287,PI_570038,27,39,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1287,ANTHESIS
SF-BE-r1-p1287,PI_570038,27,39,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1287,MATURITY
SF-BE-r1-p1287,PI_570038,27,39,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1287,
SF-BE-r1-p1289,PI_329646,27,41,1 of 4,,,SF-BE-r1-p1289,
SF-BE-r1-p1291,PI_329646,27,43,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1291,ANTHESIS
SF-BE-r1-p1291,PI_329646,27,43,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1291,MATURITY
SF-BE-r1-p1291,PI_329646,27,43,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1291,
SF-BE-r1-p1293,PI_562971,27,45,1 of 4,,,SF-BE-r1-p1293,
SF-BE-r1-p1295,PI_562971,27,47,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1295,ANTHESIS
SF-BE-r1-p1295,PI_562971,27,47,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1295,MATURITY
SF-BE-r1-p1295,PI_562971,27,47,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1295,
SF-BE-r2-p2829,PI_525049,27,49,1 of 4,,,SF-BE-r2-p2829,
SF-BE-r2-p2831,PI_525049,27,51,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2831,ANTHESIS
SF-BE-r2-p2831,PI_525049,27,51,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2831,MATURITY
SF-BE-r2-p2831,PI_525049,27,51,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2831,
SF-BE-r2-p2833,PI_329864,27,53,1 of 4,,,SF-BE-r2-p2833,
SF-BE-r2-p2835,PI_329864,27,55,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2835,ANTHESIS
SF-BE-r2-p2835,PI_329864,27,55,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2835,MATURITY
SF-BE-r2-p2835,PI_329864,27,55,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2835,
SF-BE-r2-p2837,PI_273465,27,57,1 of 4,,,SF-BE-r2-p2837,
SF-BE-r2-p2839,PI_273465,27,59,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2839,ANTHESIS
