PlotID,PI,Ra,Rw,XofY,TAG,Con,Barcode,End
SF-BE-r2-p2839,PI_273465,27,59,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2839,MATURITY
SF-BE-r2-p2839,PI_273465,27,59,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2839,
SF-BE-r2-p2841,PI_329584,27,61,1 of 4,,,SF-BE-r2-p2841,
SF-BE-r2-p2843,PI_329584,27,63,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2843,ANTHESIS
SF-BE-r2-p2843,PI_329584,27,63,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2843,MATURITY
SF-BE-r2-p2843,PI_329584,27,63,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2843,
SF-BE-r2-p2845,PI_329541,27,65,1 of 4,,,SF-BE-r2-p2845,
SF-BE-r2-p2847,PI_329541,27,67,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2847,ANTHESIS
SF-BE-r2-p2847,PI_329541,27,67,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2847,MATURITY
SF-BE-r2-p2847,PI_329541,27,67,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2847,
SF-BE-r2-p2849,PI_562985,27,69,1 of 4,,,SF-BE-r2-p2849,
SF-BE-r2-p2851,PI_562985,27,71,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2851,ANTHESIS
SF-BE-r2-p2851,PI_562985,27,71,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2851,MATURITY
SF-BE-r2-p2851,PI_562985,27,71,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2851,
SF-BE-r2-p2853,PI_646266,27,73,1 of 4,,,SF-BE-r2-p2853,
SF-BE-r2-p2855,PI_646266,27,75,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2855,ANTHESIS
SF-BE-r2-p2855,PI_646266,27,75,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2855,MATURITY
SF-BE-r2-p2855,PI_646266,27,75,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2855,
SF-BE-r2-p2857,PI_145633,27,77,1 of 4,,,SF-BE-r2-p2857,
SF-BE-r2-p2859,PI_145633,27,79,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2859,ANTHESIS
SF-BE-r2-p2859,PI_145633,27,79,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2859,MATURITY
SF-BE-r2-p2859,PI_145633,27,79,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2859,
SF-BE-r2-p2861,PI_197542,27,81,1 of 4,,,SF-BE-r2-p2861,
SF-BE-r2-p2863,PI_197542,27,83,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2863,ANTHESIS
SF-BE-r2-p2863,PI_197542,27,83,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2863,MATURITY
SF-BE-r2-p2863,PI_197542,27,83,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2863,
SF-BE-r2-p2865,PI_562730,27,85,1 of 4,,,SF-BE-r2-p2865,
SF-BE-r2-p2867,PI_562730,27,87,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2867,ANTHESIS
SF-BE-r2-p2867,PI_562730,27,87,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2867,MATURITY
SF-BE-r2-p2867,PI_562730,27,87,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2867,
SF-BE-r2-p2869,PI_569090,27,89,1 of 4,,,SF-BE-r2-p2869,
SF-BE-r2-p2871,PI_569090,27,91,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2871,ANTHESIS
SF-BE-r2-p2871,PI_569090,27,91,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2871,MATURITY
SF-BE-r2-p2871,PI_569090,27,91,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2871,
SF-BE-r2-p2873,PI_540518,27,93,1 of 4,,,SF-BE-r2-p2873,
SF-BE-r2-p2875,PI_540518,27,95,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2875,ANTHESIS
SF-BE-r2-p2875,PI_540518,27,95,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2875,MATURITY
SF-BE-r2-p2875,PI_540518,27,95,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2875,
SF-BE-r2-p2877,PI_152828,27,97,1 of 4,,,SF-BE-r2-p2877,
SF-BE-r2-p2879,PI_152828,27,99,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2879,ANTHESIS
SF-BE-r2-p2879,PI_152828,27,99,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2879,MATURITY
SF-BE-r2-p2879,PI_152828,27,99,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2879,
SF-BE-r1-p1297,PI_180348,28,1,1 of 4,,,SF-BE-r1-p1297,
SF-BE-r1-p1299,PI_180348,28,3,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1299,ANTHESIS
SF-BE-r1-p1299,PI_180348,28,3,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1299,MATURITY
SF-BE-r1-p1299,PI_180348,28,3,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1299,
SF-BE-r1-p1301,PI_655983,28,5,1 of 4,,,SF-BE-r1-p1301,
SF-BE-r1-p1303,PI_655983,28,7,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1303,ANTHESIS
SF-BE-r1-p1303,PI_655983,28,7,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1303,MATURITY
SF-BE-r1-p1303,PI_655983,28,7,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1303,
SF-BE-r1-p1305,PI_505735,28,9,1 of 4,,,SF-BE-r1-p1305,
SF-BE-r1-p1307,PI_505735,28,11,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1307,ANTHESIS
SF-BE-r1-p1307,PI_505735,28,11,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1307,MATURITY
SF-BE-r1-p1307,PI_505735,28,11,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1307,
SF-BE-r1-p1309,PI_329546,28,13,1 of 4,,,SF-BE-r1-p1309,
SF-BE-r1-p1311,PI_329546,28,15,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1311,ANTHESIS
SF-BE-r1-p1311,PI_329546,28,15,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1311,MATURITY
SF-BE-r1-p1311,PI_329546,28,15,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1311,
SF-BE-r1-p1313,PI_453696,28,17,1 of 4,,,SF-BE-r1-p1313,
SF-BE-r1-p1315,PI_453696,28,19,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1315,ANTHESIS
SF-BE-r1-p1315,PI_453696,28,19,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1315,MATURITY
SF-BE-r1-p1315,PI_453696,28,19,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1315,
SF-BE-r1-p1317,PI_221651,28,21,1 of 4,,,SF-BE-r1-p1317,
SF-BE-r1-p1319,PI_221651,28,23,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1319,ANTHESIS
SF-BE-r1-p1319,PI_221651,28,23,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1319,MATURITY
SF-BE-r1-p1319,PI_221651,28,23,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1319,
SF-BE-r1-p1321,PI_562998,28,25,1 of 4,,,SF-BE-r1-p1321,
SF-BE-r1-p1323,PI_562998,28,27,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1323,ANTHESIS
SF-BE-r1-p1323,PI_562998,28,27,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1323,MATURITY
SF-BE-r1-p1323,PI_562998,28,27,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1323,
SF-BE-r1-p1325,PI_257599,28,29,1 of 4,,,SF-BE-r1-p1325,
SF-BE-r1-p1327,PI_257599,28,31,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1327,ANTHESIS
SF-BE-r1-p1327,PI_257599,28,31,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1327,MATURITY
SF-BE-r1-p1327,PI_257599,28,31,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1327,
SF-BE-r1-p1329,PI_569427,28,33,1 of 4,,,SF-BE-r1-p1329,
SF-BE-r1-p1331,PI_569427,28,35,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1331,ANTHESIS
SF-BE-r1-p1331,PI_569427,28,35,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1331,MATURITY
SF-BE-r1-p1331,PI_569427,28,35,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1331,
SF-BE-r1-p1333,PI_585961,28,37,1 of 4,,,SF-BE-r1-p1333,
SF-BE-r1-p1335,PI_585961,28,39,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1335,ANTHESIS
SF-BE-r1-p1335,PI_585961,28,39,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1335,MATURITY
SF-BE-r1-p1335,PI_585961,28,39,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1335,
SF-BE-r1-p1337,PI_330803,28,41,1 of 4,,,SF-BE-r1-p1337,
SF-BE-r1-p1339,PI_330803,28,43,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1339,ANTHESIS
SF-BE-r1-p1339,PI_330803,28,43,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1339,MATURITY
SF-BE-r1-p1339,PI_330803,28,43,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1339,
SF-BE-r1-p1341,PI_330807,28,45,1 of 4,,,SF-BE-r1-p1341,
SF-BE-r1-p1343,PI_330807,28,47,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1343,ANTHESIS
SF-BE-r1-p1343,PI_330807,28,47,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1343,MATURITY
SF-BE-r1-p1343,PI_330807,28,47,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1343,
SF-BE-r2-p2881,PI_156326,28,49,1 of 4,,,SF-BE-r2-p2881,
SF-BE-r2-p2883,PI_156326,28,51,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2883,ANTHESIS
SF-BE-r2-p2883,PI_156326,28,51,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2883,MATURITY
SF-BE-r2-p2883,PI_156326,28,51,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2883,
SF-BE-r2-p2885,PI_562732,28,53,1 of 4,,,SF-BE-r2-p2885,
SF-BE-r2-p2887,PI_562732,28,55,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2887,ANTHESIS
SF-BE-r2-p2887,PI_562732,28,55,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2887,MATURITY
SF-BE-r2-p2887,PI_562732,28,55,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2887,
SF-BE-r2-p2889,PI_563295,28,57,1 of 4,,,SF-BE-r2-p2889,
SF-BE-r2-p2891,PI_563295,28,59,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2891,ANTHESIS
SF-BE-r2-p2891,PI_563295,28,59,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2891,MATURITY
SF-BE-r2-p2891,PI_563295,28,59,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2891,
SF-BE-r2-p2893,PI_585454,28,61,1 of 4,,,SF-BE-r2-p2893,
SF-BE-r2-p2895,PI_585454,28,63,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2895,ANTHESIS
SF-BE-r2-p2895,PI_585454,28,63,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2895,MATURITY
SF-BE-r2-p2895,PI_585454,28,63,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2895,
SF-BE-r2-p2897,PI_154750,28,65,1 of 4,,,SF-BE-r2-p2897,
SF-BE-r2-p2899,PI_154750,28,67,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2899,ANTHESIS
SF-BE-r2-p2899,PI_154750,28,67,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2899,MATURITY
SF-BE-r2-p2899,PI_154750,28,67,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2899,
SF-BE-r2-p2901,PI_329645,28,69,1 of 4,,,SF-BE-r2-p2901,
SF-BE-r2-p2903,PI_329645,28,71,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2903,ANTHESIS
SF-BE-r2-p2903,PI_329645,28,71,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2903,MATURITY
SF-BE-r2-p2903,PI_329645,28,71,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2903,
SF-BE-r2-p2905,PI_563332,28,73,1 of 4,,,SF-BE-r2-p2905,
SF-BE-r2-p2907,PI_563332,28,75,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2907,ANTHESIS
SF-BE-r2-p2907,PI_563332,28,75,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2907,MATURITY
SF-BE-r2-p2907,PI_563332,28,75,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2907,
SF-BE-r2-p2909,PI_586435,28,77,1 of 4,,,SF-BE-r2-p2909,
SF-BE-r2-p2911,PI_586435,28,79,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2911,ANTHESIS
SF-BE-r2-p2911,PI_586435,28,79,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2911,MATURITY
SF-BE-r2-p2911,PI_586435,28,79,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2911,
SF-BE-r2-p2913,PI_586541,28,81,1 of 4,,,SF-BE-r2-p2913,
SF-BE-r2-p2915,PI_586541,28,83,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2915,ANTHESIS
SF-BE-r2-p2915,PI_586541,28,83,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2915,MATURITY
SF-BE-r2-p2915,PI_586541,28,83,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2915,
SF-BE-r2-p2917,PI_653616,28,85,1 of 4,,,SF-BE-r2-p2917,
SF-BE-r2-p2919,PI_653616,28,87,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2919,ANTHESIS
SF-BE-r2-p2919,PI_653616,28,87,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2919,MATURITY
SF-BE-r2-p2919,PI_653616,28,87,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2919,
SF-BE-r2-p2921,PI_641850,28,89,1 of 4,,,SF-BE-r2-p2921,
SF-BE-r2-p2923,PI_641850,28,91,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2923,ANTHESIS
SF-BE-r2-p2923,PI_641850,28,91,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2923,MATURITY
SF-BE-r2-p2923,PI_641850,28,91,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2923,
SF-BE-r2-p2925,PI_641821,28,93,1 of 4,,,SF-BE-r2-p2925,
SF-BE-r2-p2927,PI_641821,28,95,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2927,ANTHESIS
SF-BE-r2-p2927,PI_641821,28,95,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2927,MATURITY
SF-BE-r2-p2927,PI_641821,28,95,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2927,
SF-BE-r1-p1345,PI_576399,29,1,1 of 4,,,SF-BE-r1-p1345,
SF-BE-r1-p1347,PI_576399,29,3,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1347,ANTHESIS
SF-BE-r1-p1347,PI_576399,29,3,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1347,MATURITY
SF-BE-r1-p1347,PI_576399,29,3,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1347,
SF-BE-r1-p1349,PI_147224,29,5,1 of 4,,,SF-BE-r1-p1349,
SF-BE-r1-p1351,PI_147224,29,7,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1351,ANTHESIS
SF-BE-r1-p1351,PI_147224,29,7,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1351,MATURITY
SF-BE-r1-p1351,PI_147224,29,7,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1351,
SF-BE-r1-p1353,PI_152966,29,9,1 of 4,,,SF-BE-r1-p1353,
SF-BE-r1-p1355,PI_152966,29,11,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1355,ANTHESIS
SF-BE-r1-p1355,PI_152966,29,11,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1355,MATURITY
SF-BE-r1-p1355,PI_152966,29,11,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1355,
SF-BE-r1-p1357,PI_152727,29,13,1 of 4,,,SF-BE-r1-p1357,
SF-BE-r1-p1359,PI_152727,29,15,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1359,ANTHESIS
SF-BE-r1-p1359,PI_152727,29,15,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1359,MATURITY
SF-BE-r1-p1359,PI_152727,29,15,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1359,
SF-BE-r1-p1361,PI_563006,29,17,1 of 4,,,SF-BE-r1-p1361,
SF-BE-r1-p1363,PI_563006,29,19,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1363,ANTHESIS
SF-BE-r1-p1363,PI_563006,29,19,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1363,MATURITY
SF-BE-r1-p1363,PI_563006,29,19,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1363,
SF-BE-r1-p1365,PI_569452,29,21,1 of 4,,,SF-BE-r1-p1365,
SF-BE-r1-p1367,PI_569452,29,23,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1367,ANTHESIS
SF-BE-r1-p1367,PI_569452,29,23,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1367,MATURITY
SF-BE-r1-p1367,PI_569452,29,23,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1367,
SF-BE-r1-p1369,PI_585608,29,25,1 of 4,,,SF-BE-r1-p1369,
SF-BE-r1-p1371,PI_585608,29,27,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1371,ANTHESIS
SF-BE-r1-p1371,PI_585608,29,27,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1371,MATURITY
SF-BE-r1-p1371,PI_585608,29,27,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1371,
SF-BE-r1-p1373,PI_569422,29,29,1 of 4,,,SF-BE-r1-p1373,
SF-BE-r1-p1375,PI_569422,29,31,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1375,ANTHESIS
SF-BE-r1-p1375,PI_569422,29,31,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1375,MATURITY
SF-BE-r1-p1375,PI_569422,29,31,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1375,
SF-BE-r1-p1377,PI_620157,29,33,1 of 4,,,SF-BE-r1-p1377,
SF-BE-r1-p1379,PI_620157,29,35,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1379,ANTHESIS
SF-BE-r1-p1379,PI_620157,29,35,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1379,MATURITY
SF-BE-r1-p1379,PI_620157,29,35,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1379,
SF-BE-r1-p1381,PI_570075,29,37,1 of 4,,,SF-BE-r1-p1381,
SF-BE-r1-p1383,PI_570075,29,39,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1383,ANTHESIS
SF-BE-r1-p1383,PI_570075,29,39,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1383,MATURITY
SF-BE-r1-p1383,PI_570075,29,39,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1383,
SF-BE-r1-p1385,PI_330796,29,41,1 of 4,,,SF-BE-r1-p1385,
SF-BE-r1-p1387,PI_330796,29,43,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1387,ANTHESIS
SF-BE-r1-p1387,PI_330796,29,43,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1387,MATURITY
SF-BE-r1-p1387,PI_330796,29,43,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1387,
SF-BE-r1-p1389,PI_562982,29,45,1 of 4,,,SF-BE-r1-p1389,
SF-BE-r1-p1391,PI_562982,29,47,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1391,ANTHESIS
SF-BE-r1-p1391,PI_562982,29,47,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1391,MATURITY
SF-BE-r1-p1391,PI_562982,29,47,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1391,
SF-BE-r2-p2929,PI_330796,29,49,1 of 4,,,SF-BE-r2-p2929,
SF-BE-r2-p2931,PI_330796,29,51,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2931,ANTHESIS
SF-BE-r2-p2931,PI_330796,29,51,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2931,MATURITY
SF-BE-r2-p2931,PI_330796,29,51,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2931,
SF-BE-r2-p2933,PI_329569,29,53,1 of 4,,,SF-BE-r2-p2933,
SF-BE-r2-p2935,PI_329569,29,55,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2935,ANTHESIS
SF-BE-r2-p2935,PI_329569,29,55,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2935,MATURITY
SF-BE-r2-p2935,PI_329569,29,55,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2935,
SF-BE-r2-p2937,PI_569462,29,57,1 of 4,,,SF-BE-r2-p2937,
SF-BE-r2-p2939,PI_569462,29,59,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2939,ANTHESIS
SF-BE-r2-p2939,PI_569462,29,59,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2939,MATURITY
SF-BE-r2-p2939,PI_569462,29,59,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2939,
SF-BE-r2-p2941,PI_196049,29,61,1 of 4,,,SF-BE-r2-p2941,
SF-BE-r2-p2943,PI_196049,29,63,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2943,ANTHESIS
SF-BE-r2-p2943,PI_196049,29,63,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2943,MATURITY
SF-BE-r2-p2943,PI_196049,29,63,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2943,
SF-BE-r2-p2945,PI_330181,29,65,1 of 4,,,SF-BE-r2-p2945,
SF-BE-r2-p2947,PI_330181,29,67,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2947,ANTHESIS
SF-BE-r2-p2947,PI_330181,29,67,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2947,MATURITY
SF-BE-r2-p2947,PI_330181,29,67,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2947,
SF-BE-r2-p2949,PI_329517,29,69,1 of 4,,,SF-BE-r2-p2949,
SF-BE-r2-p2951,PI_329517,29,71,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2951,ANTHESIS
SF-BE-r2-p2951,PI_329517,29,71,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2951,MATURITY
SF-BE-r2-p2951,PI_329517,29,71,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2951,
SF-BE-r2-p2953,PI_167093,29,73,1 of 4,,,SF-BE-r2-p2953,
SF-BE-r2-p2955,PI_167093,29,75,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2955,ANTHESIS
SF-BE-r2-p2955,PI_167093,29,75,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2955,MATURITY
SF-BE-r2-p2955,PI_167093,29,75,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2955,
SF-BE-r2-p2957,PI_196598,29,77,1 of 4,,,SF-BE-r2-p2957,
SF-BE-r2-p2959,PI_196598,29,79,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2959,ANTHESIS
SF-BE-r2-p2959,PI_196598,29,79,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2959,MATURITY
SF-BE-r2-p2959,PI_196598,29,79,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2959,
SF-BE-r1-p1393,PI_656026,30,1,1 of 4,,,SF-BE-r1-p1393,
SF-BE-r1-p1395,PI_656026,30,3,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1395,ANTHESIS
SF-BE-r1-p1395,PI_656026,30,3,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1395,MATURITY
SF-BE-r1-p1395,PI_656026,30,3,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1395,
SF-BE-r1-p1397,PI_152771,30,5,1 of 4,,,SF-BE-r1-p1397,
SF-BE-r1-p1399,PI_152771,30,7,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1399,ANTHESIS
SF-BE-r1-p1399,PI_152771,30,7,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1399,MATURITY
SF-BE-r1-p1399,PI_152771,30,7,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1399,
SF-BE-r1-p1401,LEOTI,30,9,1 of 4,,,SF-BE-r1-p1401,
SF-BE-r1-p1403,LEOTI,30,11,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1403,ANTHESIS
SF-BE-r1-p1403,LEOTI,30,11,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1403,MATURITY
SF-BE-r1-p1403,LEOTI,30,11,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1403,
SF-BE-r1-p1405,PI_562732,30,13,1 of 4,,,SF-BE-r1-p1405,
SF-BE-r1-p1407,PI_562732,30,15,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1407,ANTHESIS
SF-BE-r1-p1407,PI_562732,30,15,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1407,MATURITY
SF-BE-r1-p1407,PI_562732,30,15,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1407,
SF-BE-r1-p1409,PI_455280,30,17,1 of 4,,,SF-BE-r1-p1409,
SF-BE-r1-p1411,PI_455280,30,19,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1411,ANTHESIS
SF-BE-r1-p1411,PI_455280,30,19,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1411,MATURITY
SF-BE-r1-p1411,PI_455280,30,19,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p1411,
SF-BE-r1-p1413,PI_506114,30,21,1 of 4,,,SF-BE-r1-p1413,
SF-BE-r1-p1415,PI_506114,30,23,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p1415,ANTHESIS
SF-BE-r1-p1415,PI_506114,30,23,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p1415,MATURITY
